ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,CLRSKY_SFC_SW_DWN,date,city,state,lat,lon
3.5258,10.21,20.72,2.95,32.12,2.62,0,3.6948,2010-01-01,Phoenix,AZ,33.45,-112.07
3.6518,12.57,21.45,6.71,37.63,1.53,0.01,3.6732,2010-01-02,Phoenix,AZ,33.45,-112.07
3.6874,11.21,21.75,4.6,39.58,2.58,0,3.7246,2010-01-03,Phoenix,AZ,33.45,-112.07
3.4255,12.13,21.84,5.19,34.43,2.99,0,3.7164,2010-01-04,Phoenix,AZ,33.45,-112.07
3.7282,13.04,22.05,6.14,33.31,1.75,0,3.7442,2010-01-05,Phoenix,AZ,33.45,-112.07
3.4529,12.23,20.71,6.14,38.05,1.36,0,3.6806,2010-01-06,Phoenix,AZ,33.45,-112.07
3.1322,12.19,19.4,7.46,41.17,1.54,0,3.6415,2010-01-07,Phoenix,AZ,33.45,-112.07
3.4049,11.56,20.75,5.55,37.03,2.32,0,3.7229,2010-01-08,Phoenix,AZ,33.45,-112.07
3.5921,10.9,20.61,3.93,29.52,1.88,0,3.7546,2010-01-09,Phoenix,AZ,33.45,-112.07
2.495,10.53,18.25,5.02,29.81,2.02,0,3.6874,2010-01-10,Phoenix,AZ,33.45,-112.07
3.7646,11.97,22.05,4.94,31.56,2.04,0,3.7786,2010-01-11,Phoenix,AZ,33.45,-112.07
3.684,13.39,22.38,6.65,30.44,2.41,0,3.7954,2010-01-12,Phoenix,AZ,33.45,-112.07
3.0451,13.07,20.57,9.33,35.38,1.88,0.4,3.7846,2010-01-13,Phoenix,AZ,33.45,-112.07
3.7639,11.73,20.12,5.74,48.1,1.91,0.46,3.774,2010-01-14,Phoenix,AZ,33.45,-112.07
3.8974,12.41,21.97,5.72,40.51,2.18,0.07,3.9458,2010-01-15,Phoenix,AZ,33.45,-112.07
2.333,12.31,17.76,7.85,35.56,1.67,0,3.8587,2010-01-16,Phoenix,AZ,33.45,-112.07
3.2585,11.15,18.32,4.89,39.2,1.38,0.02,3.8928,2010-01-17,Phoenix,AZ,33.45,-112.07
1.2391,9.49,11.74,7.67,62,2.43,2.72,3.703,2010-01-18,Phoenix,AZ,33.45,-112.07
2.5159,11.76,16.35,8.07,77.45,3.12,25.18,3.817,2010-01-19,Phoenix,AZ,33.45,-112.07
3.8945,9.89,16,5.3,72.73,2.15,2.35,4.0567,2010-01-20,Phoenix,AZ,33.45,-112.07
0.5748,12.57,15.66,7.98,85.76,7.09,68.3,3.7831,2010-01-21,Phoenix,AZ,33.45,-112.07
2.9299,8.76,11.59,6.54,84.7,3.69,14.71,4.0685,2010-01-22,Phoenix,AZ,33.45,-112.07
3.3341,6.57,11.29,3.87,77.64,1.92,2.28,4.1191,2010-01-23,Phoenix,AZ,33.45,-112.07
4.1482,6.41,13.76,-0.14,54.25,1.3,0,4.2223,2010-01-24,Phoenix,AZ,33.45,-112.07
4.0867000000000004,6.94,15.62,-0.19,52.05,1.52,0,4.1844,2010-01-25,Phoenix,AZ,33.45,-112.07
3.9569,10.73,18.18,4.88,56.32,1.76,0,4.157,2010-01-26,Phoenix,AZ,33.45,-112.07
2.1394,11.79,17.41,8.33,64.29,1.62,1.96,4.0462,2010-01-27,Phoenix,AZ,33.45,-112.07
3.5465,9.89,15.41,6.39,80.2,1.38,3.59,4.0615,2010-01-28,Phoenix,AZ,33.45,-112.07
4.0831,10.17,16.82,4.22,73.13,1.23,0.15,4.2276,2010-01-29,Phoenix,AZ,33.45,-112.07
3.8155,10.97,17.93,6.14,59.18,1.94,0,4.3284,2010-01-30,Phoenix,AZ,33.45,-112.07
4.2998,11.39,18.5,5.36,59.31,1.6,0.02,4.4006,2010-01-31,Phoenix,AZ,33.45,-112.07
3.3566,11.74,18.05,5.81,57.52,1.11,0,4.3073,2010-02-01,Phoenix,AZ,33.45,-112.07
3.6233,12.94,19.74,7.87,57.19,1.85,0,4.259,2010-02-02,Phoenix,AZ,33.45,-112.07
3.7433,12.38,16.72,8.21,69.47,1.51,0.08,4.2943,2010-02-03,Phoenix,AZ,33.45,-112.07
4.05,11.07,17.54,4.14,67.44,1.26,0,4.4914,2010-02-04,Phoenix,AZ,33.45,-112.07
3.6737,12.51,17.64,7.14,63.39,1.15,0.03,4.482,2010-02-05,Phoenix,AZ,33.45,-112.07
3.133,12.88,19.26,7.87,67.4,1.56,0.71,4.5322,2010-02-06,Phoenix,AZ,33.45,-112.07
4.145,10.17,13.85,7.9,72.63,1.72,5.42,4.739,2010-02-07,Phoenix,AZ,33.45,-112.07
4.5694,9.44,15.44,3.28,59.37,0.9,0.04,4.7417,2010-02-08,Phoenix,AZ,33.45,-112.07
4.5173,9.93,16.97,3.12,57.84,1.56,0,4.7707,2010-02-09,Phoenix,AZ,33.45,-112.07
2.5332,8.78,12.18,5.91,74.43,1.12,1.18,4.4501,2010-02-10,Phoenix,AZ,33.45,-112.07
4.6982,8.92,15.77,3.02,67.59,1.2,0,4.801,2010-02-11,Phoenix,AZ,33.45,-112.07
4.8233,11.4,18.89,5.69,56.31,1.09,0.01,4.8689,2010-02-12,Phoenix,AZ,33.45,-112.07
4.9049,12.16,22,4.2,51.95,1.63,0,4.9195,2010-02-13,Phoenix,AZ,33.45,-112.07
4.9608,12.93,23.17,5.13,49.81,2.33,0,4.9711,2010-02-14,Phoenix,AZ,33.45,-112.07
4.9766,13.32,22.3,6.21,45.43,2.63,0,5.0326,2010-02-15,Phoenix,AZ,33.45,-112.07
5.0942,14.01,23,6.32,42.66,2.16,0,5.1034,2010-02-16,Phoenix,AZ,33.45,-112.07
4.9589,14.53,23.34,6.76,42.51,2.19,0,5.129,2010-02-17,Phoenix,AZ,33.45,-112.07
5.124,14.98,21.81,8.45,41.86,1.4,0,5.1346,2010-02-18,Phoenix,AZ,33.45,-112.07
4.3166,13.78,22.17,6.95,50.98,1.74,0,5.1588,2010-02-19,Phoenix,AZ,33.45,-112.07
2.4866,9.17,12.29,6.49,78.92,2.16,5.15,5.1154,2010-02-20,Phoenix,AZ,33.45,-112.07
3.5518,9.85,15.02,5.26,78.22,1.91,6.33,5.2793,2010-02-21,Phoenix,AZ,33.45,-112.07
3.6413,8.88,13.47,2.13,76.6,3.13,8.35,5.2843,2010-02-22,Phoenix,AZ,33.45,-112.07
5.6724,7.33,16.51,-0.54,45.72,1.48,0,5.7432,2010-02-23,Phoenix,AZ,33.45,-112.07
4.3013,10.64,18.08,2.64,42.13,1.63,0.09,5.4622,2010-02-24,Phoenix,AZ,33.45,-112.07
5.5471,12.85,20.72,6.84,43.86,1.85,0,5.5982,2010-02-25,Phoenix,AZ,33.45,-112.07
4.4467,11.63,19.31,4.77,45.09,2.36,0.01,5.6563,2010-02-26,Phoenix,AZ,33.45,-112.07
3.9358,12.07,19.56,7.6,51.95,2.58,3.84,5.6856,2010-02-27,Phoenix,AZ,33.45,-112.07
3.0511,9.41,14.12,5.83,86.65,2.43,14.45,5.5548,2010-02-28,Phoenix,AZ,33.45,-112.07
4.7534,11.49,19.26,4.06,67.99,1.25,0.02,5.665,2010-03-01,Phoenix,AZ,33.45,-112.07
5.015,14.12,21.27,6.92,51.01,1.93,0.04,5.7329,2010-03-02,Phoenix,AZ,33.45,-112.07
5.7691,14.21,21.19,6.32,50.92,1.28,0,5.8354,2010-03-03,Phoenix,AZ,33.45,-112.07
5.892,12.49,19.67,6.04,57.16,2.2,0,5.9486,2010-03-04,Phoenix,AZ,33.45,-112.07
6.091,12.26,19.98,4.22,48.25,1.22,0,6.1632,2010-03-05,Phoenix,AZ,33.45,-112.07
5.2171,14.67,23.79,7.88,49.87,2.77,0.02,5.9378,2010-03-06,Phoenix,AZ,33.45,-112.07
1.8965,10.65,15.84,5.74,78.61,2.57,17.61,5.8565,2010-03-07,Phoenix,AZ,33.45,-112.07
3.227,8.99,14.38,5.84,79.16,1.48,2.35,5.8994,2010-03-08,Phoenix,AZ,33.45,-112.07
3.6185,8.41,13.55,4.68,68.19,3.17,3.42,6.0566,2010-03-09,Phoenix,AZ,33.45,-112.07
5.5956,8.31,14.88,2.81,57.5,1.82,0.19,6.1286,2010-03-10,Phoenix,AZ,33.45,-112.07
6.4723,9.17,17.11,0.96,51.23,1.13,0,6.4774,2010-03-11,Phoenix,AZ,33.45,-112.07
6.3828,11.59,20.43,2.45,47.03,1.45,0.08,6.3936,2010-03-12,Phoenix,AZ,33.45,-112.07
6.1728,13.23,21.51,6.2,52.18,1.73,0,6.2868,2010-03-13,Phoenix,AZ,33.45,-112.07
6.5803,11.46,19.34,2.98,49.19,2.11,0,6.5863,2010-03-14,Phoenix,AZ,33.45,-112.07
6.5758,13.5,23.71,4.38,48.68,2.21,0,6.5801,2010-03-15,Phoenix,AZ,33.45,-112.07
6.5578,16.11,25.97,6.69,43.27,2.09,0,6.6379,2010-03-16,Phoenix,AZ,33.45,-112.07
6.6247,17.7,27.84,8.58,42.57,1.96,0,6.6307,2010-03-17,Phoenix,AZ,33.45,-112.07
6.6358,17.12,26.88,9.46,43.36,2.37,0,6.6502,2010-03-18,Phoenix,AZ,33.45,-112.07
6.1428,16,23.6,10.08,48.77,1.95,0.06,6.4474,2010-03-19,Phoenix,AZ,33.45,-112.07
6.78,13.78,22.17,4.93,33.98,1.95,0,6.9398,2010-03-20,Phoenix,AZ,33.45,-112.07
6.2105,14.47,25.15,4.49,37.56,1.98,0,6.75,2010-03-21,Phoenix,AZ,33.45,-112.07
6.3482,18.17,26.27,10.26,35.07,1.35,0,6.659,2010-03-22,Phoenix,AZ,33.45,-112.07
3.7483,13.65,17.93,9.77,65.88,1.42,4.33,6.576,2010-03-23,Phoenix,AZ,33.45,-112.07
6.8042,14.08,22.77,5.24,45.58,1.67,0,7.0397,2010-03-24,Phoenix,AZ,33.45,-112.07
6.8184,16.11,24.67,6.46,35.62,1.73,0,6.9007,2010-03-25,Phoenix,AZ,33.45,-112.07
6.9494,13.88,22.33,6.49,46.3,2.97,0,6.9797,2010-03-26,Phoenix,AZ,33.45,-112.07
7.0927,14.14,22.66,6.6,37.46,2.49,0,7.189,2010-03-27,Phoenix,AZ,33.45,-112.07
7.3289,15.67,26.24,5.49,34.97,2.66,0,7.3445,2010-03-28,Phoenix,AZ,33.45,-112.07
6.1512,18.52,28.56,8.01,31.54,1.44,0,7.2154,2010-03-29,Phoenix,AZ,33.45,-112.07
7.0747,19.02,28.87,9.46,35.59,1.9,0,7.1465,2010-03-30,Phoenix,AZ,33.45,-112.07
6.3098,17.62,26.37,9.79,42.73,3.14,0,7.0889,2010-03-31,Phoenix,AZ,33.45,-112.07
6.7193,12.69,18.83,6.97,46.5,2.58,0.13,7.2934,2010-04-01,Phoenix,AZ,33.45,-112.07
6.8777,13.37,20.6,5.25,38.38,1.17,0,7.3368,2010-04-02,Phoenix,AZ,33.45,-112.07
7.261,16.52,24.63,7.26,34.85,1.47,0,7.2809,2010-04-03,Phoenix,AZ,33.45,-112.07
7.3517,17.91,27.01,8.9,40.39,1.77,0,7.3754,2010-04-04,Phoenix,AZ,33.45,-112.07
7.2211,16.27,24.58,8.95,49.37,3.12,0,7.3646,2010-04-05,Phoenix,AZ,33.45,-112.07
7.6145,15.39,23.88,8.13,40.71,2.48,0,7.6937,2010-04-06,Phoenix,AZ,33.45,-112.07
7.6651,14.79,24.25,5.76,29.44,2.75,0,7.7354,2010-04-07,Phoenix,AZ,33.45,-112.07
7.7198,18.32,28.78,8.78,28.23,2.59,0,7.74,2010-04-08,Phoenix,AZ,33.45,-112.07
7.6214,19.96,28.85,9.96,28.56,1.5,0,7.7148,2010-04-09,Phoenix,AZ,33.45,-112.07
7.2029,20.15,29.86,9.5,31.12,2.06,0,7.669,2010-04-10,Phoenix,AZ,33.45,-112.07
7.6157,20.34,30.24,10.82,32.94,2.36,0,7.7201,2010-04-11,Phoenix,AZ,33.45,-112.07
7.5492,18.02,26.04,10.31,39.68,3.09,0,7.685,2010-04-12,Phoenix,AZ,33.45,-112.07
7.7654,16.26,22.91,9.69,36.68,1.5,0,7.8242,2010-04-13,Phoenix,AZ,33.45,-112.07
7.6296,18.54,26.54,10.32,32.42,1.58,0,7.8386,2010-04-14,Phoenix,AZ,33.45,-112.07
7.7201,21.21,30.56,10.61,30.87,1.35,0,7.7935,2010-04-15,Phoenix,AZ,33.45,-112.07
5.1389,21.25,27.26,15.62,33.79,1.33,0,7.6524,2010-04-16,Phoenix,AZ,33.45,-112.07
7.3608,22.42,31.27,14.3,34.02,1.5,0,7.8701,2010-04-17,Phoenix,AZ,33.45,-112.07
7.2902,23.64,32.76,15.17,32.56,1.74,0,7.7057,2010-04-18,Phoenix,AZ,33.45,-112.07
6.6852,22.04,29.57,15.01,35.65,1.96,0,7.5924,2010-04-19,Phoenix,AZ,33.45,-112.07
7.297,22.62,30.61,14.06,39.68,2.21,0,7.6985,2010-04-20,Phoenix,AZ,33.45,-112.07
3.971,15.99,21.32,9.19,43.57,3.61,0.12,7.8574,2010-04-21,Phoenix,AZ,33.45,-112.07
5.1403,12.05,14.98,7.9,49.89,1.58,0.18,7.7887,2010-04-22,Phoenix,AZ,33.45,-112.07
7.4767,14.17,21.16,6.88,45.32,2.23,0.1,7.925,2010-04-23,Phoenix,AZ,33.45,-112.07
7.9752,17.61,27.11,9.49,40.81,1.89,0,7.9973,2010-04-24,Phoenix,AZ,33.45,-112.07
8.1936,20.94,30.57,11.11,32.7,1.58,0,8.1972,2010-04-25,Phoenix,AZ,33.45,-112.07
7.8854,23.21,32.73,13.9,29.24,1.9,0,8.1569,2010-04-26,Phoenix,AZ,33.45,-112.07
7.602,24.32,33.52,15.82,29.53,2.09,0,8.1811,2010-04-27,Phoenix,AZ,33.45,-112.07
7.8523,21.9,29.45,15.03,35.56,3.4,0,8.052,2010-04-28,Phoenix,AZ,33.45,-112.07
7.5898,15.4,20.76,10,36.23,4.13,0.01,8.2226,2010-04-29,Phoenix,AZ,33.45,-112.07
8.0657,14.7,21.88,6.77,30.05,2.15,0,8.4437,2010-04-30,Phoenix,AZ,33.45,-112.07
7.8067,17.07,25.77,8.3,30.86,2.69,0,8.3218,2010-05-01,Phoenix,AZ,33.45,-112.07
7.8756,16.92,26.15,8.39,34.54,3.82,0.14,8.2711,2010-05-02,Phoenix,AZ,33.45,-112.07
8.4751,19.07,27.94,7.76,27.3,1.66,0,8.521,2010-05-03,Phoenix,AZ,33.45,-112.07
8.5529,23.18,32.56,11.14,22.88,1.53,0,8.5786,2010-05-04,Phoenix,AZ,33.45,-112.07
8.4274,24.62,34.71,14.8,22.43,2.57,0,8.5102,2010-05-05,Phoenix,AZ,33.45,-112.07
8.4144,23.65,33.11,13.96,28.67,2.73,0,8.4713,2010-05-06,Phoenix,AZ,33.45,-112.07
8.407,25.18,34.16,15.38,24.47,1.92,0,8.5037,2010-05-07,Phoenix,AZ,33.45,-112.07
8.147,26.24,35.3,16.43,27.47,2.01,0,8.4312,2010-05-08,Phoenix,AZ,33.45,-112.07
7.9222,24.3,33.4,15.18,25.23,3.62,0,8.4276,2010-05-09,Phoenix,AZ,33.45,-112.07
8.6383,19.24,27.64,10.81,32.25,2.04,0,8.6424,2010-05-10,Phoenix,AZ,33.45,-112.07
8.7271,17.36,24.37,11.07,30.67,3.48,0,8.7715,2010-05-11,Phoenix,AZ,33.45,-112.07
8.6083,19.13,27.39,10.08,27.49,2.06,0,8.6244,2010-05-12,Phoenix,AZ,33.45,-112.07
6.4469,20.85,27.63,13.37,29.02,1.68,0,8.4583,2010-05-13,Phoenix,AZ,33.45,-112.07
8.2891,23.82,31.84,16.58,27.05,1.67,0,8.4842,2010-05-14,Phoenix,AZ,33.45,-112.07
8.4626,25.47,33.42,16.45,22.46,1.3,0,8.567,2010-05-15,Phoenix,AZ,33.45,-112.07
8.6746,25.57,35.12,15.6,22.52,1.69,0,8.7139,2010-05-16,Phoenix,AZ,33.45,-112.07
7.1273,25.18,35.09,15.51,23.69,2.89,0,8.533,2010-05-17,Phoenix,AZ,33.45,-112.07
8.0498,22.7,29.58,16.31,33.16,2.72,0,8.5226,2010-05-18,Phoenix,AZ,33.45,-112.07
8.5745,24.71,33.62,15.44,25.07,1.69,0,8.5877,2010-05-19,Phoenix,AZ,33.45,-112.07
8.6194,27.53,35.78,17.32,21.14,1.39,0,8.6544,2010-05-20,Phoenix,AZ,33.45,-112.07
8.5999,28.46,37.3,19.58,18.34,2.6,0,8.6882,2010-05-21,Phoenix,AZ,33.45,-112.07
8.719,24.53,32.57,16.52,23.69,3.31,0,8.7334,2010-05-22,Phoenix,AZ,33.45,-112.07
8.6194,19.09,25.22,12.53,22.84,4.17,0,8.7442,2010-05-23,Phoenix,AZ,33.45,-112.07
8.7566,18.31,26.56,9.94,21.72,1.39,0,8.8102,2010-05-24,Phoenix,AZ,33.45,-112.07
8.7374,22.37,30.94,11.79,16.45,1.37,0,8.8092,2010-05-25,Phoenix,AZ,33.45,-112.07
8.7185,25.14,34.29,15.31,15.85,1.72,0,8.76,2010-05-26,Phoenix,AZ,33.45,-112.07
8.7874,26.59,35.9,18.75,19.26,1.84,0,8.8152,2010-05-27,Phoenix,AZ,33.45,-112.07
8.8078,27.16,36.9,17.83,19.99,2.56,0,8.8354,2010-05-28,Phoenix,AZ,33.45,-112.07
8.9789,26.57,34.27,18.17,13.61,1.36,0,8.9866,2010-05-29,Phoenix,AZ,33.45,-112.07
9.101,27.41,36.42,16.59,13.96,1.58,0,9.1104,2010-05-30,Phoenix,AZ,33.45,-112.07
8.857,28.28,37.37,19.75,13.79,1.81,0,8.9069,2010-05-31,Phoenix,AZ,33.45,-112.07
8.3239,27.85,36.76,18.54,13.82,2.21,0,8.8721,2010-06-01,Phoenix,AZ,33.45,-112.07
8.6388,27.53,35.99,19.39,13.77,1.73,0,8.717,2010-06-02,Phoenix,AZ,33.45,-112.07
8.5838,28.8,37.66,19.45,14.69,1.77,0,8.7358,2010-06-03,Phoenix,AZ,33.45,-112.07
8.7182,30.16,39.41,21.22,14.03,1.78,0,8.7478,2010-06-04,Phoenix,AZ,33.45,-112.07
8.837,32.35,41.29,23.94,13.83,2,0,8.8538,2010-06-05,Phoenix,AZ,33.45,-112.07
8.7754,33.14,42.75,24.17,13.72,2.01,0,8.7802,2010-06-06,Phoenix,AZ,33.45,-112.07
8.3741,32.89,42.28,22.9,14.47,2.14,0,8.915,2010-06-07,Phoenix,AZ,33.45,-112.07
8.8519,32.08,41.27,22.92,18.01,2.16,0,8.8836,2010-06-08,Phoenix,AZ,33.45,-112.07
8.6753,31.97,40.76,23.08,20.93,2.2,0,8.6854,2010-06-09,Phoenix,AZ,33.45,-112.07
8.6477,30.32,38.4,22.12,21.2,2.95,0,8.6724,2010-06-10,Phoenix,AZ,33.45,-112.07
7.4045,27.22,33.77,21.39,24.44,3.45,0.06,8.838,2010-06-11,Phoenix,AZ,33.45,-112.07
6.8772,24.14,30.56,17.3,33.24,2.61,0.11,8.6642,2010-06-12,Phoenix,AZ,33.45,-112.07
8.2586,26.41,33.94,17.54,27.3,1.82,0,8.5397,2010-06-13,Phoenix,AZ,33.45,-112.07
8.7194,29.51,37.77,20.16,20.83,1.69,0.02,8.7427,2010-06-14,Phoenix,AZ,33.45,-112.07
8.8404,31.44,40.05,20.91,15.53,2.02,0,8.8824,2010-06-15,Phoenix,AZ,33.45,-112.07
8.8529,30.91,39.68,22.86,15.59,2.93,0,8.8822,2010-06-16,Phoenix,AZ,33.45,-112.07
9.0761,31.25,39.63,21.1,12.84,1.75,0,9.1289,2010-06-17,Phoenix,AZ,33.45,-112.07
9.1387,31.91,40.84,24.07,11.3,2.01,0,9.1644,2010-06-18,Phoenix,AZ,33.45,-112.07
8.9657,30.68,40.39,19.91,11.1,1.97,0,9.0046,2010-06-19,Phoenix,AZ,33.45,-112.07
9.0187,31.03,39.67,20.34,12.4,1.85,0,9.0449,2010-06-20,Phoenix,AZ,33.45,-112.07
8.9964,30.69,40.43,19.91,10.28,2.49,0,9.049,2010-06-21,Phoenix,AZ,33.45,-112.07
9.0408,31.07,39.99,20.85,7.97,1.53,0,9.1126,2010-06-22,Phoenix,AZ,33.45,-112.07
9.126,33.21,42.96,22.12,6.89,1.68,0,9.1454,2010-06-23,Phoenix,AZ,33.45,-112.07
8.7024,34.53,44.38,23.43,6,1.86,0,8.843,2010-06-24,Phoenix,AZ,33.45,-112.07
8.4744,34.26,43.58,25.02,19.46,2.96,0,8.6275,2010-06-25,Phoenix,AZ,33.45,-112.07
8.8303,32.36,40.86,23.46,13.76,2.4,0,8.8788,2010-06-26,Phoenix,AZ,33.45,-112.07
8.8706,33.23,41.45,22.86,13.08,1.51,0,8.8884,2010-06-27,Phoenix,AZ,33.45,-112.07
8.748,34.07,43.88,23.2,16.24,1.87,0,8.7804,2010-06-28,Phoenix,AZ,33.45,-112.07
8.4161,34.86,43.35,26.37,22.48,2.43,0.01,8.5771,2010-06-29,Phoenix,AZ,33.45,-112.07
7.9891,36.15,43.95,28.84,23.13,3.19,0.11,8.3938,2010-06-30,Phoenix,AZ,33.45,-112.07
7.6567,36.88,44.78,29.2,23.64,2.98,0.05,8.3472,2010-07-01,Phoenix,AZ,33.45,-112.07
8.5442,37.13,45.36,30.11,18.28,3.29,0.07,8.6117,2010-07-02,Phoenix,AZ,33.45,-112.07
8.9107,32.68,39.82,25.69,16.42,3.11,0.01,8.9338,2010-07-03,Phoenix,AZ,33.45,-112.07
8.4586,30.87,38.82,22.22,20.53,1.94,0,8.591,2010-07-04,Phoenix,AZ,33.45,-112.07
8.6858,31.65,39.93,23.47,18.45,1.9,0,8.7271,2010-07-05,Phoenix,AZ,33.45,-112.07
8.808,32.11,40.53,23.71,15.56,1.92,0,8.8217,2010-07-06,Phoenix,AZ,33.45,-112.07
8.4763,33.48,42.14,25.87,13.33,1.74,0,8.6035,2010-07-07,Phoenix,AZ,33.45,-112.07
8.2099,35.95,43.84,27.35,22.12,2.35,0.02,8.3426,2010-07-08,Phoenix,AZ,33.45,-112.07
6.631,37.22,44.19,29.99,24.14,2.64,1,8.1958,2010-07-09,Phoenix,AZ,33.45,-112.07
6.54,36.68,43.38,29.33,26.57,1.71,1.14,8.0998,2010-07-10,Phoenix,AZ,33.45,-112.07
7.8334,35.41,41.76,29.59,25.9,2.97,0.79,8.1264,2010-07-11,Phoenix,AZ,33.45,-112.07
8.0654,34.31,41.63,27.18,30.69,2.29,0.57,8.1235,2010-07-12,Phoenix,AZ,33.45,-112.07
8.017,35.39,42.79,28.19,24.23,2.15,0.04,8.2032,2010-07-13,Phoenix,AZ,33.45,-112.07
7.9704,36.36,41.51,29.7,22.06,1.3,0,8.076,2010-07-14,Phoenix,AZ,33.45,-112.07
6.8726,37.97,44.92,30.43,21.05,1.62,0.57,7.9918,2010-07-15,Phoenix,AZ,33.45,-112.07
7.1263,37.32,43.97,29.94,23.5,1.66,1.4,7.931,2010-07-16,Phoenix,AZ,33.45,-112.07
7.3138,35.96,42.61,28.99,32.17,1.88,0.35,7.9337,2010-07-17,Phoenix,AZ,33.45,-112.07
7.8175,36.41,43.71,29.36,28.03,2.28,0.53,8.0016,2010-07-18,Phoenix,AZ,33.45,-112.07
7.1602,35.86,41.87,29.52,28.43,2.66,0.62,8.0146,2010-07-19,Phoenix,AZ,33.45,-112.07
6.0984,35.54,43.1,28.67,25.71,1.97,0.03,7.9289,2010-07-20,Phoenix,AZ,33.45,-112.07
7.307,34.73,41.51,29.56,30.96,2.55,1.19,7.9889,2010-07-21,Phoenix,AZ,33.45,-112.07
4.4383,30.27,34.63,26.42,51.46,1.83,3.98,7.7882,2010-07-22,Phoenix,AZ,33.45,-112.07
3.4728,30.11,34.41,26.15,54.28,1.31,2,7.7563,2010-07-23,Phoenix,AZ,33.45,-112.07
7.315,32.63,39.27,25.13,44.73,1.67,1.26,7.9025,2010-07-24,Phoenix,AZ,33.45,-112.07
7.3476,34.6,41.78,26.88,38.09,2.01,0.41,7.9135,2010-07-25,Phoenix,AZ,33.45,-112.07
6.4087,33.79,39.75,28.37,39.71,2.89,0.63,7.7796,2010-07-26,Phoenix,AZ,33.45,-112.07
6.0847,33.62,38.81,28.1,41.14,1.54,1.83,7.7736,2010-07-27,Phoenix,AZ,33.45,-112.07
6.3168,31.9,34.99,28.5,50.23,0.94,3.5,7.7357,2010-07-28,Phoenix,AZ,33.45,-112.07
5.3839,30.08,34.83,27.42,61.26,1.17,7.96,7.6387,2010-07-29,Phoenix,AZ,33.45,-112.07
6.2993,27.39,28.39,26.11,74.05,0.66,9.38,7.6344,2010-07-30,Phoenix,AZ,33.45,-112.07
3.4598,26.12,27.84,24.15,72.87,1.09,7.16,7.5984,2010-07-31,Phoenix,AZ,33.45,-112.07
3.1522,26.32,29.31,23.89,69,1.18,3.99,7.543,2010-08-01,Phoenix,AZ,33.45,-112.07
7.363,30.27,37.06,23.61,51.39,1.27,0.16,7.7076,2010-08-02,Phoenix,AZ,33.45,-112.07
7.9114,33.41,40.76,25.71,34.87,1.67,0,7.9829,2010-08-03,Phoenix,AZ,33.45,-112.07
7.8319,34.61,41.94,25.28,29.51,1.44,0,7.9212,2010-08-04,Phoenix,AZ,33.45,-112.07
8.1103,35.61,42.99,27.45,24.42,1.18,0,8.1262,2010-08-05,Phoenix,AZ,33.45,-112.07
7.2197,34.57,41.69,25.98,28.48,1.86,0.2,7.8413,2010-08-06,Phoenix,AZ,33.45,-112.07
4.3999,30.03,33.21,27.11,49.58,0.72,1.44,7.6399,2010-08-07,Phoenix,AZ,33.45,-112.07
7.6174,30.96,37.66,24.6,44.82,1.71,2.83,7.8866,2010-08-08,Phoenix,AZ,33.45,-112.07
7.6291,32.17,38.83,24.71,27.53,1.17,0,7.8547,2010-08-09,Phoenix,AZ,33.45,-112.07
7.7501,34.28,40.67,27.2,27.11,1.03,0,7.7892,2010-08-10,Phoenix,AZ,33.45,-112.07
7.422,34.16,41.53,27.64,30.82,1.68,0,7.7194,2010-08-11,Phoenix,AZ,33.45,-112.07
7.7887,34.23,42.25,27.19,24.53,1.8,0,7.8406,2010-08-12,Phoenix,AZ,33.45,-112.07
7.7606,34.52,42.76,25.84,20.87,1.7,0,7.7933,2010-08-13,Phoenix,AZ,33.45,-112.07
6.9084,34.44,42.19,27.53,23.26,1.5,0,7.5818,2010-08-14,Phoenix,AZ,33.45,-112.07
7.2103,35.11,43.04,26.78,27.01,1.61,0.26,7.457,2010-08-15,Phoenix,AZ,33.45,-112.07
6.0374,31.97,35.83,28.78,43.57,1.37,1.05,7.2103,2010-08-16,Phoenix,AZ,33.45,-112.07
6.367,32.98,38.57,28.97,45.67,1.33,5.47,7.2506,2010-08-17,Phoenix,AZ,33.45,-112.07
7.0018,32.01,37.77,26.33,51.86,1.75,0.59,7.2514,2010-08-18,Phoenix,AZ,33.45,-112.07
7.3402,34.36,41.73,26.47,38.51,1.59,0,7.4256,2010-08-19,Phoenix,AZ,33.45,-112.07
7.1784,34.86,42.11,28.59,32.52,1.98,0,7.4429,2010-08-20,Phoenix,AZ,33.45,-112.07
6.5347,33.02,39.19,28.53,46.5,1.85,9.08,7.1702,2010-08-21,Phoenix,AZ,33.45,-112.07
6.9432,32.23,37.03,27.26,53.61,1.05,5.08,7.1227,2010-08-22,Phoenix,AZ,33.45,-112.07
7.0963,35.01,41.87,27.95,41.32,1.21,0.11,7.2516,2010-08-23,Phoenix,AZ,33.45,-112.07
6.9278,35.23,43.72,27.96,38.88,3.07,0.97,7.176,2010-08-24,Phoenix,AZ,33.45,-112.07
6.288,33.13,39.48,27.95,35.86,4.11,0.05,7.0889,2010-08-25,Phoenix,AZ,33.45,-112.07
5.5567,30.29,33.78,27.28,37.99,3.73,0.37,7.0387,2010-08-26,Phoenix,AZ,33.45,-112.07
