ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,CLRSKY_SFC_SW_DWN,date,city,state,lat,lon
7.0481,18.96,24.31,14.14,80.18,0.42,0.08,7.8792,2017-07-30,Seattle,WA,47.61,-122.33
7.9164,18.64,24.66,12.02,77.67,0.65,0,7.9234,2017-07-31,Seattle,WA,47.61,-122.33
7.8518,20.38,26.59,14.41,76.37,0.72,0,7.8624,2017-08-01,Seattle,WA,47.61,-122.33
7.302,21.31,27.3,16.45,74.32,0.75,0,7.3985,2017-08-02,Seattle,WA,47.61,-122.33
6.8213,22.87,29.25,17.06,72.49,0.62,0.01,6.8945,2017-08-03,Seattle,WA,47.61,-122.33
7.3298,23.54,29.71,17.14,66.33,0.36,0,7.4352,2017-08-04,Seattle,WA,47.61,-122.33
6.6377,20.32,25.31,13.96,77.04,0.42,0.01,7.1028,2017-08-05,Seattle,WA,47.61,-122.33
5.772,20.46,25.74,15.81,80.83,0.46,0,6.5093,2017-08-06,Seattle,WA,47.61,-122.33
5.9556,20.77,26.2,15.29,76.74,0.56,0,6.2928,2017-08-07,Seattle,WA,47.61,-122.33
6.3343,21.75,27.33,15.88,71.82,0.49,0,6.5004,2017-08-08,Seattle,WA,47.61,-122.33
6.4514,23.11,29.53,16.65,66.28,0.5,0,6.673,2017-08-09,Seattle,WA,47.61,-122.33
6.3715,22.96,28.18,16.57,68.35,0.5,0,6.57,2017-08-10,Seattle,WA,47.61,-122.33
4.6157,20.17,25.6,15.23,80.21,0.49,0.02,5.8651,2017-08-11,Seattle,WA,47.61,-122.33
5.2572,17.04,22.08,14.33,84.76,0.64,1.22,6.6511,2017-08-12,Seattle,WA,47.61,-122.33
4.7813,17.49,21.83,14.17,81.35,0.43,1.53,7.1407,2017-08-13,Seattle,WA,47.61,-122.33
4.9882,15.58,18.43,12.43,80.91,0.47,0.18,6.9994,2017-08-14,Seattle,WA,47.61,-122.33
6.7474,17.2,22.66,10.71,75.68,0.63,0.04,7.0378,2017-08-15,Seattle,WA,47.61,-122.33
5.9088,18.51,23.86,12.85,76.88,0.45,0.11,6.9425,2017-08-16,Seattle,WA,47.61,-122.33
5.4953,18.44,23.32,14.57,80.49,0.27,0.43,7.0812,2017-08-17,Seattle,WA,47.61,-122.33
4.6903,17.51,22.12,12.47,84.26,0.34,0.43,6.9312,2017-08-18,Seattle,WA,47.61,-122.33
5.8934,17.36,22.31,13.21,75.86,0.53,0.05,6.8045,2017-08-19,Seattle,WA,47.61,-122.33
5.1838,17.08,21.69,12.76,78.36,0.55,0,6.5875,2017-08-20,Seattle,WA,47.61,-122.33
6.6557,17.99,23.75,12.71,79.34,0.73,0,6.691,2017-08-21,Seattle,WA,47.61,-122.33
6.2926,20.92,27.09,15.16,69.88,0.47,0,6.3163,2017-08-22,Seattle,WA,47.61,-122.33
4.8946,17.84,22.88,14.65,84.5,0.45,0.25,6.6545,2017-08-23,Seattle,WA,47.61,-122.33
4.5247,16.36,20.38,13.08,75.76,0.38,0.41,6.7361,2017-08-24,Seattle,WA,47.61,-122.33
6.3041,16.4,21.74,12.26,75.94,0.56,0,6.5914,2017-08-25,Seattle,WA,47.61,-122.33
6.4726,17.01,23.33,10.93,73.08,0.75,0,6.5035,2017-08-26,Seattle,WA,47.61,-122.33
6.3053,19.53,25.81,14.11,71.55,0.79,0,6.3283,2017-08-27,Seattle,WA,47.61,-122.33
5.6741,22.42,28.77,15.68,62.88,0.66,0,5.7523,2017-08-28,Seattle,WA,47.61,-122.33
5.7593,20.1,26.54,14.96,74.59,0.7,0.01,6.119,2017-08-29,Seattle,WA,47.61,-122.33
4.5125,18.21,23.7,12.97,80.53,0.49,0.1,6.2638,2017-08-30,Seattle,WA,47.61,-122.33
4.5091,18.2,23.2,13.87,80.37,0.34,0.46,6.2431,2017-08-31,Seattle,WA,47.61,-122.33
6.1706,17.99,24.31,11.96,72.19,0.68,0,6.2023,2017-09-01,Seattle,WA,47.61,-122.33
6.1061,20.7,27.56,15.06,71.06,0.67,0,6.1205,2017-09-02,Seattle,WA,47.61,-122.33
5.1091,21.72,28.37,16.58,73.6,0.71,0,5.4814,2017-09-03,Seattle,WA,47.61,-122.33
4.2502,21.36,26.39,16.41,70.97,0.66,0,4.5698,2017-09-04,Seattle,WA,47.61,-122.33
2.0453,21.76,26.02,18.85,73.53,0.38,0,3.3432,2017-09-05,Seattle,WA,47.61,-122.33
2.2378,20.21,25.65,16.45,79.38,0.58,0,3.0672,2017-09-06,Seattle,WA,47.61,-122.33
2.118,18.55,21.32,16.33,83.5,0.44,0.02,2.8841,2017-09-07,Seattle,WA,47.61,-122.33
1.9769,17.87,22.5,14.78,85.6,0.43,0.6,4.9428,2017-09-08,Seattle,WA,47.61,-122.33
2.3206,15.15,18.55,12.85,85.79,0.75,0.79,5.5229,2017-09-09,Seattle,WA,47.61,-122.33
5.0095,15.76,21.39,11.53,78.67,0.5,0.17,5.6947,2017-09-10,Seattle,WA,47.61,-122.33
5.5774,17.65,25.4,10.93,71.58,0.57,0,5.6837,2017-09-11,Seattle,WA,47.61,-122.33
4.897,17.78,23.41,13.4,77.28,0.42,0.03,5.5994,2017-09-12,Seattle,WA,47.61,-122.33
4.4995,14.92,18.48,12.24,78.13,0.41,0.05,5.6606,2017-09-13,Seattle,WA,47.61,-122.33
5.4034,15.09,20.46,10.61,67.81,0.68,0,5.4979,2017-09-14,Seattle,WA,47.61,-122.33
5.3952,16.02,21.47,9.23,57.86,0.59,0,5.4634,2017-09-15,Seattle,WA,47.61,-122.33
3.3626,17.31,22.93,12.8,55.77,0.54,0.01,4.7021,2017-09-16,Seattle,WA,47.61,-122.33
1.741,12.86,16.91,8.57,83,0.99,4.9,5.1602,2017-09-17,Seattle,WA,47.61,-122.33
2.9779,10.97,13.52,8.44,93.78,0.99,7.17,5.311,2017-09-18,Seattle,WA,47.61,-122.33
3.1241,11.22,14.48,7.9,91.72,0.78,9.76,5.113,2017-09-19,Seattle,WA,47.61,-122.33
2.7739,10.76,14.74,8.17,88.32,0.59,4.29,5.1072,2017-09-20,Seattle,WA,47.61,-122.33
3.1548,12.03,16.4,8.73,81.36,0.53,1.74,5.003,2017-09-21,Seattle,WA,47.61,-122.33
4.3085,13.37,18.18,8.38,73.95,0.48,0.05,4.9634,2017-09-22,Seattle,WA,47.61,-122.33
3.9739,14.11,18.71,10.28,79.94,0.56,0.15,4.7957,2017-09-23,Seattle,WA,47.61,-122.33
4.5043,14.96,20.18,9.81,78.9,0.51,0.03,4.7743,2017-09-24,Seattle,WA,47.61,-122.33
1.9462,15.37,18.89,11.42,84.7,0.54,0.75,4.6025,2017-09-25,Seattle,WA,47.61,-122.33
4.4657,15.31,20.59,11.06,84.05,0.71,0.02,4.6435,2017-09-26,Seattle,WA,47.61,-122.33
4.7263,17.66,26.32,10.98,71.73,0.6,0.01,4.7602,2017-09-27,Seattle,WA,47.61,-122.33
4.5506,20.05,28.14,15.29,63.61,0.56,0.01,4.5698,2017-09-28,Seattle,WA,47.61,-122.33
2.3834,14.44,18.79,9.42,89.53,0.82,2.69,4.4772,2017-09-29,Seattle,WA,47.61,-122.33
2.7998,12.05,16.49,9,88.84,0.78,4.29,4.5106,2017-09-30,Seattle,WA,47.61,-122.33
2.8639,10.97,14.99,8.05,84.07,0.67,1.72,4.5451,2017-10-01,Seattle,WA,47.61,-122.33
3.3744,10.58,15.52,6.86,79.64,0.73,0.11,4.4522,2017-10-02,Seattle,WA,47.61,-122.33
4.4666,11.85,18.53,7.01,71.26,0.67,0,4.4846,2017-10-03,Seattle,WA,47.61,-122.33
4.2686,11.93,18.11,6.94,70.8,0.63,0.01,4.4822,2017-10-04,Seattle,WA,47.61,-122.33
4.3642,12.97,19.31,7.17,67.22,0.62,0,4.3718,2017-10-05,Seattle,WA,47.61,-122.33
2.7132,12.34,17.3,7.93,82.58,1.17,1.38,4.1813,2017-10-06,Seattle,WA,47.61,-122.33
2.3858,10.38,13.3,7.39,90.68,0.79,4.54,4.0486,2017-10-07,Seattle,WA,47.61,-122.33
3.3444,10.66,15.09,7,79.91,0.65,1.28,4.1806,2017-10-08,Seattle,WA,47.61,-122.33
3.8381,10.57,16.03,6.16,76.47,0.62,0,4.1033,2017-10-09,Seattle,WA,47.61,-122.33
2.1622,9.32,13.73,5.22,82.83,0.75,1.35,3.8856,2017-10-10,Seattle,WA,47.61,-122.33
2.9342,8.16,12.25,5.16,87.52,0.64,2.81,3.9866,2017-10-11,Seattle,WA,47.61,-122.33
1.5989,7.33,9.38,5.44,94.43,0.82,6.76,3.8093,2017-10-12,Seattle,WA,47.61,-122.33
2.8858,7.12,11.21,3.88,86.43,0.81,2.17,3.9372,2017-10-13,Seattle,WA,47.61,-122.33
1.9308,7.88,13.3,2.85,76.32,0.91,0,3.66,2017-10-14,Seattle,WA,47.61,-122.33
3.5414,10.3,16.32,4.45,78.88,0.58,0.04,3.6828,2017-10-15,Seattle,WA,47.61,-122.33
2.5488,10.56,16.08,5.46,85.14,0.98,0.23,3.5582,2017-10-16,Seattle,WA,47.61,-122.33
2.635,10.79,14.59,6.39,82.31,1.06,5.29,3.581,2017-10-17,Seattle,WA,47.61,-122.33
0.719,11.57,14.93,7.09,89.53,1.51,29.72,3.3113,2017-10-18,Seattle,WA,47.61,-122.33
0.6223,10.92,13.51,9.25,93.07,1.12,17.54,3.3643,2017-10-19,Seattle,WA,47.61,-122.33
1.6018,8.16,10.24,6.61,94.9,0.99,9.61,3.4757,2017-10-20,Seattle,WA,47.61,-122.33
0.607,9.57,13.96,6.46,95.9,1.29,41.8,3.2206,2017-10-21,Seattle,WA,47.61,-122.33
2.0561,10.92,13.43,8.04,92.54,0.96,7.25,3.2849,2017-10-22,Seattle,WA,47.61,-122.33
2.5922,11.91,18.75,6.86,78.64,0.6,0.63,3.1718,2017-10-23,Seattle,WA,47.61,-122.33
3.2652,10.83,17.65,6.4,88.22,0.54,0.04,3.3026,2017-10-24,Seattle,WA,47.61,-122.33
1.4746,11.15,16.26,7.65,89.87,0.65,1.39,3.0492,2017-10-25,Seattle,WA,47.61,-122.33
2.5034,9.83,15.14,6.83,89.51,0.74,0.18,3.1097,2017-10-26,Seattle,WA,47.61,-122.33
2.9119,10.99,18.77,6.29,86.66,0.55,0.09,3.0996,2017-10-27,Seattle,WA,47.61,-122.33
2.9266,13.97,21.94,9.17,71.62,0.51,0.01,2.9422,2017-10-28,Seattle,WA,47.61,-122.33
2.0438,10.88,15.52,7.28,87.45,0.62,0.08,2.8649,2017-10-29,Seattle,WA,47.61,-122.33
3.0089,8.99,14.81,4.89,69.81,0.75,0,3.067,2017-10-30,Seattle,WA,47.61,-122.33
2.7034,9.52,15.02,5.09,77.07,0.66,0.02,2.8406,2017-10-31,Seattle,WA,47.61,-122.33
1.7786,8.43,12.59,6.27,91.01,0.82,1.49,2.8277,2017-11-01,Seattle,WA,47.61,-122.33
1.2905,6.51,8.54,4.72,94.68,1.23,9.84,2.7662,2017-11-02,Seattle,WA,47.61,-122.33
1.1978,2.45,4.72,0.69,97.13,0.68,6.74,2.809,2017-11-03,Seattle,WA,47.61,-122.33
1.0001,2.64,4.34,0.68,88.31,0.62,9.58,2.6198,2017-11-04,Seattle,WA,47.61,-122.33
0.9463,1.3,2.63,-0.26,95.55,0.88,10.76,2.6558,2017-11-05,Seattle,WA,47.61,-122.33
2.4516,2.09,7.1,-1.44,80.05,0.86,1.31,2.6827,2017-11-06,Seattle,WA,47.61,-122.33
1.0512,2.75,7.04,-1.24,79.7,0.87,0.02,2.5615,2017-11-07,Seattle,WA,47.61,-122.33
0.7644,5.63,9.27,3.71,78.77,0.9,4.03,2.465,2017-11-08,Seattle,WA,47.61,-122.33
0.5993,6.53,8.64,4.46,92.96,0.89,8.54,2.4624,2017-11-09,Seattle,WA,47.61,-122.33
1.5979,7.38,10.76,4.66,88.99,0.6,1.21,2.4187,2017-11-10,Seattle,WA,47.61,-122.33
0.799,7.7,11.01,5,93.46,0.89,6.69,2.3364,2017-11-11,Seattle,WA,47.61,-122.33
0.5486,8.94,12.1,6.81,94.85,0.9,21.78,2.2898,2017-11-12,Seattle,WA,47.61,-122.33
0.9494,8.79,10.01,7.13,88.79,2.1,19.54,2.2932,2017-11-13,Seattle,WA,47.61,-122.33
0.5863,7.71,9.34,6.26,89.52,1.64,9.22,2.2054,2017-11-14,Seattle,WA,47.61,-122.33
0.8803,6.48,8.86,3.72,94.08,1.16,17.36,2.2562,2017-11-15,Seattle,WA,47.61,-122.33
0.7399,5.17,6.59,4.01,97.66,1.11,7.6,2.2171,2017-11-16,Seattle,WA,47.61,-122.33
1.4438,4.94,7.79,2.83,96.85,0.9,2.03,2.2234,2017-11-17,Seattle,WA,47.61,-122.33
1.4621,6.71,9.78,4.91,93.3,0.88,0.49,2.1562,2017-11-18,Seattle,WA,47.61,-122.33
0.4709,6.07,7.71,4.01,85.89,1.69,13.21,2.0844,2017-11-19,Seattle,WA,47.61,-122.33
1.1894,7.45,9.72,4.47,91.28,0.85,16.16,2.1442,2017-11-20,Seattle,WA,47.61,-122.33
0.3036,9.47,14.3,3.56,96.64,0.74,29.61,1.8698,2017-11-21,Seattle,WA,47.61,-122.33
0.6598,14.78,16.83,13.23,94.34,1.05,13.39,1.8974,2017-11-22,Seattle,WA,47.61,-122.33
0.8633,10.94,14.18,7.01,95.27,0.83,23.68,1.9514,2017-11-23,Seattle,WA,47.61,-122.33
0.7032,7.69,9.8,6.05,94.43,1.07,1.53,1.9327,2017-11-24,Seattle,WA,47.61,-122.33
0.5712,7.24,9.35,5.42,89.87,0.68,4.54,1.885,2017-11-25,Seattle,WA,47.61,-122.33
0.438,9.45,12.88,5.94,92.6,1.16,13.63,1.866,2017-11-26,Seattle,WA,47.61,-122.33
1.3517,6.29,9.13,4.93,93.5,0.89,1.16,1.9303,2017-11-27,Seattle,WA,47.61,-122.33
0.3074,5.25,6.19,4.52,95.34,1.11,11.64,1.8319,2017-11-28,Seattle,WA,47.61,-122.33
0.7939,6.04,8.29,4.66,97.8,0.8,2.32,1.7794,2017-11-29,Seattle,WA,47.61,-122.33
0.6341,4.61,5.51,3.31,96.51,0.82,6.88,1.7678,2017-11-30,Seattle,WA,47.61,-122.33
0.4819,5.26,6.98,3.73,95.99,1.19,5.99,1.6634,2017-12-01,Seattle,WA,47.61,-122.33
0.2594,5.13,6.89,4.13,97.32,0.74,11.43,1.7369,2017-12-02,Seattle,WA,47.61,-122.33
1.0421,4.35,8.79,1.89,88.07,0.53,2.04,1.8482,2017-12-03,Seattle,WA,47.61,-122.33
1.1213,2.86,5.65,0.48,92.21,0.68,0.97,1.7914,2017-12-04,Seattle,WA,47.61,-122.33
1.6978,1.9,5.35,-0.48,93.02,0.98,0.02,1.7688,2017-12-05,Seattle,WA,47.61,-122.33
1.8077,4.17,9.76,1.38,86.87,0.7,0.02,1.8223,2017-12-06,Seattle,WA,47.61,-122.33
1.6846,4.04,10.38,0.48,83.66,0.51,0.02,1.8113,2017-12-07,Seattle,WA,47.61,-122.33
1.453,3.29,8.77,0.57,88.38,0.6,0.01,1.7942,2017-12-08,Seattle,WA,47.61,-122.33
1.4448,4.09,9.79,1.44,86.96,0.68,0.01,1.6949,2017-12-09,Seattle,WA,47.61,-122.33
1.4568,3.41,8.47,-0.47,88.42,0.61,0,1.6474,2017-12-10,Seattle,WA,47.61,-122.33
1.6843,2.99,9.14,-0.61,86.69,0.69,0,1.7234,2017-12-11,Seattle,WA,47.61,-122.33
1.0433,4.68,9.13,1.67,78.84,0.65,0.01,1.5446,2017-12-12,Seattle,WA,47.61,-122.33
1.3207,4.43,8.86,1.68,92.77,0.66,0.01,1.6354,2017-12-13,Seattle,WA,47.61,-122.33
1.2238,4.86,8.9,2.75,85.47,0.59,0,1.6318,2017-12-14,Seattle,WA,47.61,-122.33
0.6499,3.66,6.2,1.9,94.56,0.79,3.5,1.5984,2017-12-15,Seattle,WA,47.61,-122.33
0.751,3.89,6.35,2.03,98.03,0.72,1.27,1.5982,2017-12-16,Seattle,WA,47.61,-122.33
0.503,7.1,8.69,4.82,95.71,1.55,7.19,1.5194,2017-12-17,Seattle,WA,47.61,-122.33
0.4375,7.02,8.89,4.38,96.54,0.67,14.14,1.5391,2017-12-18,Seattle,WA,47.61,-122.33
0.557,4.93,8.25,3.1,96.08,1.23,31.16,1.6042,2017-12-19,Seattle,WA,47.61,-122.33
1.5166,1.75,3.99,-1.11,87.31,0.87,2.01,1.6999,2017-12-20,Seattle,WA,47.61,-122.33
0.977,0.89,3.29,-1.88,90.37,0.82,1.01,1.6138,2017-12-21,Seattle,WA,47.61,-122.33
0.7474,1.1,3.55,-2.37,96.89,0.66,3.12,1.5804,2017-12-22,Seattle,WA,47.61,-122.33
1.6438,-2.37,2.26,-4.69,89.06,0.76,0.01,1.7616,2017-12-23,Seattle,WA,47.61,-122.33
0.317,-1.21,0.58,-2.67,82.18,0.56,3.5,1.6061,2017-12-24,Seattle,WA,47.61,-122.33
0.6778,-0.44,2.56,-2.26,90.69,0.57,2.16,1.6534,2017-12-25,Seattle,WA,47.61,-122.33
0.9146,-0.53,2.27,-3.13,84.77,0.59,0.13,1.6661,2017-12-26,Seattle,WA,47.61,-122.33
0.827,0.94,3.48,-0.57,93.59,0.72,0.61,1.6267,2017-12-27,Seattle,WA,47.61,-122.33
0.3979,3.84,5.1,2.34,98.07,1.04,15.78,1.567,2017-12-28,Seattle,WA,47.61,-122.33
0.2964,6.3,10.71,3.6,95.85,1.16,30.34,1.5802,2017-12-29,Seattle,WA,47.61,-122.33
1.0709,4.65,7.24,1.62,93.69,0.9,3.96,1.7033,2017-12-30,Seattle,WA,47.61,-122.33
1.303,0.49,4.56,-1.77,97.61,0.65,0.12,1.7472,2017-12-31,Seattle,WA,47.61,-122.33
1.4858,1.01,5.12,-1.6,93.66,0.49,0.03,1.7066,2018-01-01,Seattle,WA,47.61,-122.33
0.8657,2.04,4.54,-0.25,87.12,0.47,0.02,1.7177,2018-01-02,Seattle,WA,47.61,-122.33
1.5708,3.04,8.52,-0.28,89.46,0.55,0.01,1.6771,2018-01-03,Seattle,WA,47.61,-122.33
0.6072,5,8.6,1.28,87.21,0.56,3.96,1.6447,2018-01-04,Seattle,WA,47.61,-122.33
0.4385,7.07,9.99,4.85,95.8,0.73,12.64,1.6334,2018-01-05,Seattle,WA,47.61,-122.33
0.9163,5.92,7.94,4.1,97.94,0.75,3.53,1.7354,2018-01-06,Seattle,WA,47.61,-122.33
0.2813,4.77,5.64,3.83,96.44,0.87,10.47,1.6651,2018-01-07,Seattle,WA,47.61,-122.33
0.701,6.06,9.35,2.8,93.52,0.64,3.64,1.7237,2018-01-08,Seattle,WA,47.61,-122.33
0.9574,5.13,7.62,3.29,97.39,0.77,8.77,1.799,2018-01-09,Seattle,WA,47.61,-122.33
0.9576,4.26,6.32,3.35,97.42,0.8,4.97,1.7916,2018-01-10,Seattle,WA,47.61,-122.33
0.3847,6.17,8.66,4.03,98.24,0.93,25.21,1.781,2018-01-11,Seattle,WA,47.61,-122.33
0.4853,7.96,9.43,7.02,97.66,0.9,5.44,1.7398,2018-01-12,Seattle,WA,47.61,-122.33
1.1359,8.48,12.21,5.82,97.24,0.49,3.07,1.8055,2018-01-13,Seattle,WA,47.61,-122.33
1.5674,8.42,12.75,5.49,82.93,0.32,0.03,1.8403,2018-01-14,Seattle,WA,47.61,-122.33
1.4004,9.05,13.13,6.61,76.25,0.6,3.6,1.8614,2018-01-15,Seattle,WA,47.61,-122.33
1.2588,7.61,10.15,5.96,93.77,0.87,2.97,1.9716,2018-01-16,Seattle,WA,47.61,-122.33
0.4262,9.28,12.51,6.1,86.28,1.21,13.49,1.8857,2018-01-17,Seattle,WA,47.61,-122.33
0.6866,6.81,9.37,4.03,92.64,1.29,9.32,2.0395,2018-01-18,Seattle,WA,47.61,-122.33
0.4841,5.03,5.88,4.08,95.55,1.3,5.55,2.0465,2018-01-19,Seattle,WA,47.61,-122.33
0.5772,5.3,6.71,3.92,94,1.39,3.57,2.0158,2018-01-20,Seattle,WA,47.61,-122.33
1.0627,6.65,7.93,5.09,88.07,1.75,9.83,2.0892,2018-01-21,Seattle,WA,47.61,-122.33
1.3181,4.84,7.19,3.43,96.51,1,5.92,2.1336,2018-01-22,Seattle,WA,47.61,-122.33
0.3718,4.84,6.73,3.14,93.08,1.1,22.66,2.0695,2018-01-23,Seattle,WA,47.61,-122.33
0.5604,6.21,8.04,3.43,96.14,1.06,11.52,2.2334,2018-01-24,Seattle,WA,47.61,-122.33
0.9166,3.5,4.72,2.46,95.55,1.09,6.8,2.2954,2018-01-25,Seattle,WA,47.61,-122.33
0.8424,3.07,3.96,2.6,97.93,1.08,8.16,2.3148,2018-01-26,Seattle,WA,47.61,-122.33
1.0999,5.46,7.43,2.6,93.96,1.39,14.53,2.3431,2018-01-27,Seattle,WA,47.61,-122.33
0.7414,8.73,11.08,4.52,96.89,0.84,6.27,2.0362,2018-01-28,Seattle,WA,47.61,-122.33
0.4742,8.55,10.88,4.99,90.84,1.26,19.05,2.16,2018-01-29,Seattle,WA,47.61,-122.33
1.6781,4.77,6.87,3.18,97.09,0.99,6.85,2.4674,2018-01-30,Seattle,WA,47.61,-122.33
1.0001,4.3,5.98,2.78,97.5,0.97,2.74,2.4586,2018-01-31,Seattle,WA,47.61,-122.33
0.9751,5.56,7.11,4.34,96.69,0.8,10.75,2.2694,2018-02-01,Seattle,WA,47.61,-122.33
1.4364,8.58,11.71,5.68,97.18,0.93,6.63,2.4934,2018-02-02,Seattle,WA,47.61,-122.33
0.8532,9.26,12.15,7.45,96.05,0.9,8.45,2.2541,2018-02-03,Seattle,WA,47.61,-122.33
1.2468,9.35,11.96,6.91,96.48,0.96,7.85,2.4655,2018-02-04,Seattle,WA,47.61,-122.33
1.493,6.76,9.31,5,95.31,0.85,2.93,2.7094,2018-02-05,Seattle,WA,47.61,-122.33
1.2866,6.04,7.95,4.1,96.07,0.83,1.68,2.5966,2018-02-06,Seattle,WA,47.61,-122.33
1.1952,8.03,10.28,5.8,94.37,0.81,0.44,2.6184,2018-02-07,Seattle,WA,47.61,-122.33
1.5602,7.61,9.93,4.82,93.65,0.98,1.94,2.814,2018-02-08,Seattle,WA,47.61,-122.33
1.8086,5.29,8.08,3.13,89.03,0.58,1.29,2.9726,2018-02-09,Seattle,WA,47.61,-122.33
2.5375,2.73,6.62,-0.7,80.36,0.68,0.14,3.1339,2018-02-10,Seattle,WA,47.61,-122.33
2.1098,2.33,6.08,-1.32,81.26,0.93,0.05,3.0492,2018-02-11,Seattle,WA,47.61,-122.33
3.2398,1.13,6.06,-2.29,76.29,0.76,0,3.277,2018-02-12,Seattle,WA,47.61,-122.33
2.4425,3.51,8.21,0.19,79.32,0.82,3.69,3.0653,2018-02-13,Seattle,WA,47.61,-122.33
1.7006,2.59,5.56,0.03,95.09,0.82,6.03,3.2976,2018-02-14,Seattle,WA,47.61,-122.33
1.8022,2.32,4.77,-0.18,97.53,0.7,1.15,3.3312,2018-02-15,Seattle,WA,47.61,-122.33
1.6294,4.46,6.98,2.75,97.82,1.01,6.68,3.269,2018-02-16,Seattle,WA,47.61,-122.33
1.7594,5.02,7.87,2.08,92.13,1.55,16.15,3.354,2018-02-17,Seattle,WA,47.61,-122.33
2.2003,0.05,2.44,-3.88,87.74,1.14,2.74,3.4841,2018-02-18,Seattle,WA,47.61,-122.33
3.2633,-1.65,1.84,-3.98,68.55,0.83,0,3.6684,2018-02-19,Seattle,WA,47.61,-122.33
1.7143,-1.09,1.39,-3.74,84.49,0.72,1.4,3.5448,2018-02-20,Seattle,WA,47.61,-122.33
1.7606,-1.43,1.98,-4.38,79.18,0.7,1.64,3.6218,2018-02-21,Seattle,WA,47.61,-122.33
3.395,-1.32,1.49,-3.3,81.26,1.01,3.34,3.8021,2018-02-22,Seattle,WA,47.61,-122.33
1.8262,-1.1,1.65,-5.63,87.26,1.35,1.35,3.5676,2018-02-23,Seattle,WA,47.61,-122.33
2.5531,2.17,5.79,0.18,92.09,0.87,2.74,3.8566,2018-02-24,Seattle,WA,47.61,-122.33
1.6517,2.35,4.16,-0.81,95.6,1.13,7.96,3.8806,2018-02-25,Seattle,WA,47.61,-122.33
3.161,1.58,5.72,-1.18,91.5,0.68,0.52,4.001,2018-02-26,Seattle,WA,47.61,-122.33
2.1259,3.12,5.93,1.16,96.21,1.05,2.05,3.7798,2018-02-27,Seattle,WA,47.61,-122.33
1.2134,4.31,6.78,1.67,91.95,1.1,8.07,3.9499,2018-02-28,Seattle,WA,47.61,-122.33
2.7127,4.07,7.86,1.48,86.19,0.76,1.32,4.1136,2018-03-01,Seattle,WA,47.61,-122.33
2.2932,3.42,7.39,1.25,89.45,0.82,5.45,4.188,2018-03-02,Seattle,WA,47.61,-122.33
3.6468,4.09,9.21,-0.27,86.05,0.67,0.28,4.2036,2018-03-03,Seattle,WA,47.61,-122.33
1.9519,3.86,7.37,1.09,93.47,0.91,2.96,4.2562,2018-03-04,Seattle,WA,47.61,-122.33
2.2406,4.34,7.75,1.52,87,0.58,1.08,4.2228,2018-03-05,Seattle,WA,47.61,-122.33
4.1962,4.46,9.22,0.23,82.94,0.8,0.09,4.4441,2018-03-06,Seattle,WA,47.61,-122.33
2.3834,3.9,9.06,-0.88,87.95,0.59,0.24,4.375,2018-03-07,Seattle,WA,47.61,-122.33
0.8546,6.97,9.78,4.4,90.69,1.27,11.1,4.4088,2018-03-08,Seattle,WA,47.61,-122.33
3.0638,5.1,8.7,1.37,87.17,0.67,3.87,4.4366,2018-03-09,Seattle,WA,47.61,-122.33
4.5938,6.09,12.9,-0.53,79.52,0.61,0.03,4.6711,2018-03-10,Seattle,WA,47.61,-122.33
4.3392,9.11,16.37,3.48,75.65,0.39,0.01,4.6334,2018-03-11,Seattle,WA,47.61,-122.33
3.9358,10.75,17.5,4.55,75.56,0.72,0.01,4.6193,2018-03-12,Seattle,WA,47.61,-122.33
1.0284,9.01,12.03,6.19,86.08,0.7,3.98,4.6687,2018-03-13,Seattle,WA,47.61,-122.33
3.2496,6.7,10,3.81,86.65,0.9,2.88,4.8775,2018-03-14,Seattle,WA,47.61,-122.33
4.2581,6.4,12.32,1.83,76.74,0.64,0.11,4.9188,2018-03-15,Seattle,WA,47.61,-122.33
4.4635,7.2,12.6,2.35,79.79,0.69,0.24,4.9759,2018-03-16,Seattle,WA,47.61,-122.33
2.8368,6.15,11.01,2.41,86.47,0.84,0.63,4.9937,2018-03-17,Seattle,WA,47.61,-122.33
3.1183,6.51,10.95,3.13,85.16,0.66,0.6,5.0052,2018-03-18,Seattle,WA,47.61,-122.33
3.7102,7,11.42,3.18,78.32,0.63,0.04,5.1151,2018-03-19,Seattle,WA,47.61,-122.33
4.2732,6.83,12.49,2.73,79.84,0.55,0.01,5.231,2018-03-20,Seattle,WA,47.61,-122.33
3.8489,8.04,14.29,2.42,82.31,0.44,3.24,5.1768,2018-03-21,Seattle,WA,47.61,-122.33
1.9906,5.75,7.96,3.23,90.53,1.17,9.13,5.4281,2018-03-22,Seattle,WA,47.61,-122.33
2.7439,3.87,6.39,1.67,89.63,1.15,5.34,5.5073,2018-03-23,Seattle,WA,47.61,-122.33
3.4589,4.04,7.53,0.82,83.35,0.77,6.15,5.6143,2018-03-24,Seattle,WA,47.61,-122.33
3.6854,4.89,8.36,1.53,82.71,0.87,1.03,5.5764,2018-03-25,Seattle,WA,47.61,-122.33
1.7314,5.19,7.02,2.91,95.1,1.38,6.34,5.365,2018-03-26,Seattle,WA,47.61,-122.33
2.1749,7.92,10.96,5.42,92.7,1.27,5.55,5.2243,2018-03-27,Seattle,WA,47.61,-122.33
