ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,CLRSKY_SFC_SW_DWN,date,city,state,lat,lon
0.5508,8.14,9.31,7.59,93.92,1.44,14.9,1.6138,2010-01-01,Seattle,WA,47.61,-122.33
0.6878,5.86,7.62,3.01,97.01,1.01,3.44,1.6594,2010-01-02,Seattle,WA,47.61,-122.33
0.7214,4.65,6.04,2.82,94.33,0.44,0.88,1.6018,2010-01-03,Seattle,WA,47.61,-122.33
0.5561,6.2,7.86,4.4,95.92,0.51,23.68,1.609,2010-01-04,Seattle,WA,47.61,-122.33
0.624,7.64,8.68,5.4,98.86,0.36,4.78,1.5425,2010-01-05,Seattle,WA,47.61,-122.33
0.9696,3.92,6.13,0.83,76.2,0.71,0.56,1.5953,2010-01-06,Seattle,WA,47.61,-122.33
0.9763,2.93,6.06,-0.31,64.68,0.71,0.51,1.7354,2010-01-07,Seattle,WA,47.61,-122.33
0.3101,4.25,6.11,2.62,90.07,0.61,22.08,1.6555,2010-01-08,Seattle,WA,47.61,-122.33
1.0066,7.37,11.36,4.08,96.56,0.61,1.57,1.741,2010-01-09,Seattle,WA,47.61,-122.33
0.7762,6.7,11.28,3.5,87.56,0.61,1.69,1.7407,2010-01-10,Seattle,WA,47.61,-122.33
0.3358,9.24,10.9,7.87,87.11,0.95,13.64,1.7381,2010-01-11,Seattle,WA,47.61,-122.33
0.5762,8.73,10.73,7.68,93.96,0.81,14.31,1.7671,2010-01-12,Seattle,WA,47.61,-122.33
0.726,8.48,11.45,6.89,92.49,0.97,10.49,1.8386,2010-01-13,Seattle,WA,47.61,-122.33
0.2954,7.86,9.48,6.11,90.86,1.33,7.01,1.8514,2010-01-14,Seattle,WA,47.61,-122.33
0.4877,7.82,9.63,5.19,90.26,1.17,16.41,1.9078,2010-01-15,Seattle,WA,47.61,-122.33
1.0027,5.36,8.6,1.5,91.94,0.6,1.37,1.9778,2010-01-16,Seattle,WA,47.61,-122.33
0.8364,7.09,8.65,6.01,93.47,0.79,5.81,1.9445,2010-01-17,Seattle,WA,47.61,-122.33
1.4364,9.13,12.04,7.04,77.3,1.17,2.15,2.0172,2010-01-18,Seattle,WA,47.61,-122.33
0.4603,8.28,10.59,6.02,83.96,0.68,0.89,2.0556,2010-01-19,Seattle,WA,47.61,-122.33
1.5514,7.38,11.76,4.41,83.3,0.62,1.04,2.099,2010-01-20,Seattle,WA,47.61,-122.33
1.1566,6.87,12.23,3.33,80.45,0.63,0.08,2.1394,2010-01-21,Seattle,WA,47.61,-122.33
1.1844,5.68,10.52,2.44,89.92,0.57,0.09,2.0731,2010-01-22,Seattle,WA,47.61,-122.33
1.2247,5.42,9.23,2.22,94.69,0.68,0.68,2.2046,2010-01-23,Seattle,WA,47.61,-122.33
0.3557,4.25,6.47,1.93,91.47,0.85,11.26,2.1451,2010-01-24,Seattle,WA,47.61,-122.33
1.1856,6.28,9.84,4.46,91.81,0.78,1.16,2.1967,2010-01-25,Seattle,WA,47.61,-122.33
1.4902,5.04,9.47,3.1,87.71,0.52,0.1,2.2186,2010-01-26,Seattle,WA,47.61,-122.33
1.4194,4.69,8.55,1.55,84.39,0.57,0.03,2.2978,2010-01-27,Seattle,WA,47.61,-122.33
0.9763,6.6,10.29,4.34,76.41,0.52,0.03,2.2049,2010-01-28,Seattle,WA,47.61,-122.33
1.074,7.64,13.99,4.6,81.71,0.64,0.73,2.2411,2010-01-29,Seattle,WA,47.61,-122.33
0.7884,5.81,8.16,4.29,95.97,0.65,5.06,2.3767,2010-01-30,Seattle,WA,47.61,-122.33
1.2998,5.38,8.01,3.4,97.62,0.63,1.6,2.4312,2010-01-31,Seattle,WA,47.61,-122.33
0.8165,4.75,7.59,2.75,92.38,0.55,2.76,2.4286,2010-02-01,Seattle,WA,47.61,-122.33
2.0002,5.58,9.37,3.37,93.2,0.62,0.41,2.496,2010-02-02,Seattle,WA,47.61,-122.33
0.8467,6.21,10.38,4.41,87.89,0.46,4.27,2.6062,2010-02-03,Seattle,WA,47.61,-122.33
1.3558,6.61,11.29,3.24,84.76,0.71,2.61,2.5627,2010-02-04,Seattle,WA,47.61,-122.33
1.5154,7.45,12.21,4.51,88.2,0.74,1.23,2.6969,2010-02-05,Seattle,WA,47.61,-122.33
1.9853,7.94,13.15,4.38,78.12,0.5,1.64,2.6618,2010-02-06,Seattle,WA,47.61,-122.33
1.3613,6.54,9.5,3.73,94.75,0.54,1.87,2.7816,2010-02-07,Seattle,WA,47.61,-122.33
1.7767,5.84,11.11,2.13,85.07,0.52,0.05,2.8243,2010-02-08,Seattle,WA,47.61,-122.33
1.8991,4.35,10.46,0.39,83.8,0.55,0,2.8699,2010-02-09,Seattle,WA,47.61,-122.33
1.032,4.16,7.04,0.87,91.7,0.92,3.13,2.9023,2010-02-10,Seattle,WA,47.61,-122.33
0.8386,8.13,10.35,5.71,92.76,1.05,9.27,2.9179,2010-02-11,Seattle,WA,47.61,-122.33
1.1966,7.14,9.38,4.86,94.06,1.17,10.83,2.9638,2010-02-12,Seattle,WA,47.61,-122.33
0.6751,7.49,9.6,5.59,92.13,0.85,5.04,2.7538,2010-02-13,Seattle,WA,47.61,-122.33
1.699,8.17,10.27,4.8,94.83,0.59,13.8,3.0314,2010-02-14,Seattle,WA,47.61,-122.33
2.2646,7.62,12.73,3.56,82.12,0.61,0.98,3.031,2010-02-15,Seattle,WA,47.61,-122.33
1.9882,8.07,10.78,3.5,87.5,0.7,7.54,3.1574,2010-02-16,Seattle,WA,47.61,-122.33
3.0622,4.97,10.74,1.39,87.21,0.82,0.01,3.3818,2010-02-17,Seattle,WA,47.61,-122.33
3.3425,5.75,13.27,0.71,83.59,0.67,0,3.4382,2010-02-18,Seattle,WA,47.61,-122.33
3.444,6.09,12.71,1.84,76.01,0.73,0,3.4944,2010-02-19,Seattle,WA,47.61,-122.33
3.5244,5.55,12.18,1.3,74.88,0.59,0,3.5438,2010-02-20,Seattle,WA,47.61,-122.33
3.6751,5.34,11.93,0.73,67.39,0.54,0,3.695,2010-02-21,Seattle,WA,47.61,-122.33
3.4481,5.46,11.55,0.71,67.66,0.76,0,3.7865,2010-02-22,Seattle,WA,47.61,-122.33
1.3157,5.77,8.7,4.02,79.8,0.67,5.7,3.4142,2010-02-23,Seattle,WA,47.61,-122.33
2.0074,6.44,10.71,3.5,93.69,0.97,5.48,3.6374,2010-02-24,Seattle,WA,47.61,-122.33
2.1286,7.15,10.96,4.63,88.35,0.82,1.09,3.7644,2010-02-25,Seattle,WA,47.61,-122.33
1.0337,7.41,9.43,6.2,91.42,0.59,19.35,3.738,2010-02-26,Seattle,WA,47.61,-122.33
1.548,7.86,11.11,5.54,93.79,0.88,2.8,3.8014,2010-02-27,Seattle,WA,47.61,-122.33
2.7612,8.16,12.79,4.33,80.63,0.5,0.06,3.9168,2010-02-28,Seattle,WA,47.61,-122.33
1.9056,10.09,15.39,6.5,77.11,0.47,0,3.6696,2010-03-01,Seattle,WA,47.61,-122.33
1.7026,9.53,14.53,6.53,83.5,0.53,4.92,4.0183,2010-03-02,Seattle,WA,47.61,-122.33
2.879,7.93,11.85,5.2,86.3,0.67,0.5,4.0786,2010-03-03,Seattle,WA,47.61,-122.33
2.5819,6.6,10.7,3.59,84.04,0.78,0.23,4.085,2010-03-04,Seattle,WA,47.61,-122.33
3.7133,6.58,11.54,3.76,77.5,0.77,0,4.1945,2010-03-05,Seattle,WA,47.61,-122.33
4.2482,7.74,14.74,1.42,79.82,0.55,0,4.2876,2010-03-06,Seattle,WA,47.61,-122.33
1.7705,6.28,9.63,2.97,86.71,0.9,3.52,4.1261,2010-03-07,Seattle,WA,47.61,-122.33
3.0811,3.63,7.82,0.41,68.39,0.68,0.77,4.691,2010-03-08,Seattle,WA,47.61,-122.33
2.3299,2.13,5.89,-2.32,85.82,0.92,1.31,4.4892,2010-03-09,Seattle,WA,47.61,-122.33
3.1205,4.36,8.38,1.52,81.17,1.07,1.21,4.6082,2010-03-10,Seattle,WA,47.61,-122.33
1.4642,5,6.64,3.81,90.25,1.37,13.41,4.5254,2010-03-11,Seattle,WA,47.61,-122.33
2.009,5.49,8.34,2.83,91.38,1.11,15.04,4.7688,2010-03-12,Seattle,WA,47.61,-122.33
2.8346,4.71,8.97,1.47,87.93,1.11,1.09,4.8638,2010-03-13,Seattle,WA,47.61,-122.33
2.2159,5.82,9.7,1.65,82.35,0.56,0.63,4.7455,2010-03-14,Seattle,WA,47.61,-122.33
3.3175,9.4,14.91,4.24,75.69,0.64,0.15,4.6284,2010-03-15,Seattle,WA,47.61,-122.33
1.651,9.05,14.24,6.38,81.36,1.13,3.62,4.8348,2010-03-16,Seattle,WA,47.61,-122.33
3.811,6.06,10.25,2.29,83.5,0.65,1.06,5.1348,2010-03-17,Seattle,WA,47.61,-122.33
4.8254,4.51,9.75,0.22,80.77,0.93,0,5.1612,2010-03-18,Seattle,WA,47.61,-122.33
5.0453,6.38,14.24,-0.36,77.52,0.67,0,5.2363,2010-03-19,Seattle,WA,47.61,-122.33
4.0668,9.7,15.82,1.69,74.15,0.68,0.31,5.0314,2010-03-20,Seattle,WA,47.61,-122.33
2.7485,8.67,11.12,5.67,90.07,1.01,4.73,5.0585,2010-03-21,Seattle,WA,47.61,-122.33
3.943,7.52,11.54,4.7,84.67,0.55,1.1,5.2104,2010-03-22,Seattle,WA,47.61,-122.33
4.38,7.6,12.92,3.85,83.75,0.53,0.03,5.1648,2010-03-23,Seattle,WA,47.61,-122.33
4.7407,10.87,18.32,4.08,70.78,0.56,0.01,5.1622,2010-03-24,Seattle,WA,47.61,-122.33
2.1989,7.76,10.32,6.4,92.26,1.04,11.76,5.484,2010-03-25,Seattle,WA,47.61,-122.33
3.4793,7.32,11.29,4.52,84.55,0.97,2.76,5.3686,2010-03-26,Seattle,WA,47.61,-122.33
4.0075,9.46,15.63,3.69,76.99,0.66,0.05,5.0551,2010-03-27,Seattle,WA,47.61,-122.33
1.9164,9.08,12.24,7.42,88.37,1.4,12.94,5.5445,2010-03-28,Seattle,WA,47.61,-122.33
2.1569,7.34,9.56,4.31,88.32,1.8,21.99,5.7362,2010-03-29,Seattle,WA,47.61,-122.33
2.8524,5.16,7.38,3.69,91.14,1.11,4.62,5.9196,2010-03-30,Seattle,WA,47.61,-122.33
3.875,5.57,9.66,2.65,84.99,0.6,0.97,5.7667,2010-03-31,Seattle,WA,47.61,-122.33
3.2378,5.9,9.13,3.11,82.26,1.14,0.91,5.8699,2010-04-01,Seattle,WA,47.61,-122.33
1.861,5.19,8.12,3.13,87.04,1.93,17.89,6.077,2010-04-02,Seattle,WA,47.61,-122.33
2.7557,4.23,6.59,2.68,91.04,1.36,4.69,5.9208,2010-04-03,Seattle,WA,47.61,-122.33
2.4346,6.22,10.84,2.64,81.88,0.9,3.67,6.1361,2010-04-04,Seattle,WA,47.61,-122.33
2.7871,6.18,10.56,2.34,84.47,1.05,4.07,6.2182,2010-04-05,Seattle,WA,47.61,-122.33
3.283,6.52,10.12,4.17,88.69,1.02,4,6.2263,2010-04-06,Seattle,WA,47.61,-122.33
1.7311,7,9.93,4.15,88.15,1.21,7.67,5.881,2010-04-07,Seattle,WA,47.61,-122.33
4.5646,5.44,8.36,2.97,77.6,1.29,3.78,6.5726,2010-04-08,Seattle,WA,47.61,-122.33
4.4064,4.69,8.87,0.73,79.54,0.64,1.52,6.2501,2010-04-09,Seattle,WA,47.61,-122.33
4.9668,5.51,11.87,-1.83,75.37,0.85,0,6.3127,2010-04-10,Seattle,WA,47.61,-122.33
5.0278,8.75,14.85,4.01,74.28,0.61,0.06,6.2299,2010-04-11,Seattle,WA,47.61,-122.33
2.4754,9,12.83,6.06,84.62,0.43,2.84,6.2112,2010-04-12,Seattle,WA,47.61,-122.33
3.9634,8.57,13.28,3.73,85.9,0.65,2.25,6.5554,2010-04-13,Seattle,WA,47.61,-122.33
5.6662,8.47,14.7,2.26,75.72,0.63,0.01,6.7152,2010-04-14,Seattle,WA,47.61,-122.33
3.5081,8.9,13.4,4.12,82.89,0.68,1.03,6.4555,2010-04-15,Seattle,WA,47.61,-122.33
4.9598,11.17,17.62,5.9,84.19,0.59,0.35,6.391,2010-04-16,Seattle,WA,47.61,-122.33
2.0753,10.47,15.02,6.95,90.5,0.73,4.04,6.4704,2010-04-17,Seattle,WA,47.61,-122.33
5.5596,12.83,18.55,6.87,76.21,0.53,0.17,6.6672,2010-04-18,Seattle,WA,47.61,-122.33
3.7514,13.12,17.1,9.54,80.88,0.57,1.94,6.3756,2010-04-19,Seattle,WA,47.61,-122.33
2.0827,10.29,13.17,7.5,92.54,0.5,6.85,6.3478,2010-04-20,Seattle,WA,47.61,-122.33
3.7651,9.19,14.11,5.66,75.41,0.41,10.55,7.0678,2010-04-21,Seattle,WA,47.61,-122.33
4.7054,9.5,14.79,4.06,74.25,0.43,0.06,7.0603,2010-04-22,Seattle,WA,47.61,-122.33
4.1957,8.32,14.25,3.46,82.43,0.9,1.7,6.9247,2010-04-23,Seattle,WA,47.61,-122.33
4.3793,7.48,11.15,4.76,87.03,1.16,3.43,7.3058,2010-04-24,Seattle,WA,47.61,-122.33
5.0866,9.19,14.23,5.14,79.12,0.46,0.47,7.001,2010-04-25,Seattle,WA,47.61,-122.33
1.9908,11.73,15.33,9.14,77.75,0.67,10.42,6.9355,2010-04-26,Seattle,WA,47.61,-122.33
4.0514,9.56,12.43,6.51,86.71,1.2,6.24,7.3903,2010-04-27,Seattle,WA,47.61,-122.33
4.3848,8.05,11.55,4.95,86.37,0.84,4.23,7.387,2010-04-28,Seattle,WA,47.61,-122.33
4.8312,8.83,14.01,3.58,77.48,0.63,1.22,7.4945,2010-04-29,Seattle,WA,47.61,-122.33
3.9672,8.56,13.82,4.22,82.77,0.84,1.31,7.313,2010-04-30,Seattle,WA,47.61,-122.33
4.2818,9.47,15.01,5.07,82.39,0.63,2.92,7.5422,2010-05-01,Seattle,WA,47.61,-122.33
3.1394,7.54,11.14,3.88,86.37,1.42,8.03,7.5034,2010-05-02,Seattle,WA,47.61,-122.33
5.1478,7.87,10.58,3.22,76.41,1.52,7.96,7.6937,2010-05-03,Seattle,WA,47.61,-122.33
4.9414,5.84,9.35,2.36,85.31,0.7,3.84,7.5542,2010-05-04,Seattle,WA,47.61,-122.33
4.3627,6.49,11.1,3.7,82.27,0.53,1.99,7.7102,2010-05-05,Seattle,WA,47.61,-122.33
5.4079,8.72,13.95,3.3,78.15,0.51,0.23,7.6529,2010-05-06,Seattle,WA,47.61,-122.33
7.1014,10.12,16.1,3.1,75.12,0.61,0.54,7.8818,2010-05-07,Seattle,WA,47.61,-122.33
6.972,11.15,16.97,5.18,69.03,0.57,0.09,7.968,2010-05-08,Seattle,WA,47.61,-122.33
7.0757,12.78,18.53,6.14,65.72,0.47,0.28,7.9754,2010-05-09,Seattle,WA,47.61,-122.33
3.6096,8.17,10.78,5.09,88.72,0.58,8.3,7.7542,2010-05-10,Seattle,WA,47.61,-122.33
5.2536,11.61,18.03,5.59,79.73,0.54,0.06,7.5516,2010-05-11,Seattle,WA,47.61,-122.33
5.149,10.76,15.62,7.83,83.43,0.45,0.19,7.7534,2010-05-12,Seattle,WA,47.61,-122.33
7.6097,12.35,18.46,5.43,74.99,0.65,0,7.9447,2010-05-13,Seattle,WA,47.61,-122.33
7.4664,14.97,21.08,7.88,68.28,0.39,0,8.0239,2010-05-14,Seattle,WA,47.61,-122.33
6.564,14.22,19.59,8.23,77.18,0.38,0.03,7.8806,2010-05-15,Seattle,WA,47.61,-122.33
5.484,15.73,20.79,9.99,74.4,0.32,0.44,7.6097,2010-05-16,Seattle,WA,47.61,-122.33
4.2605,15.63,20.8,11.44,82.2,0.41,0.4,7.5634,2010-05-17,Seattle,WA,47.61,-122.33
3.8719,12.02,16.19,7.83,88.11,0.96,5.27,7.938,2010-05-18,Seattle,WA,47.61,-122.33
3.9847,12.27,20.41,7.19,77.4,1.27,12.24,8.112,2010-05-19,Seattle,WA,47.61,-122.33
4.8641,8.56,11.19,6.4,82.28,1.31,6.67,8.2102,2010-05-20,Seattle,WA,47.61,-122.33
4.3258,8.09,10.86,5.3,85.67,0.72,5.01,8.3117,2010-05-21,Seattle,WA,47.61,-122.33
5.7358,10.09,14.9,5.91,79.21,0.51,3.08,8.3009,2010-05-22,Seattle,WA,47.61,-122.33
4.1952,9.04,12.83,5.68,83.52,0.91,1.89,8.1895,2010-05-23,Seattle,WA,47.61,-122.33
5.1115,10.67,14.79,5.64,78.33,0.76,0.4,8.1821,2010-05-24,Seattle,WA,47.61,-122.33
3.8297,11.91,14.38,9.31,87.46,0.5,4.9,8.249,2010-05-25,Seattle,WA,47.61,-122.33
2.6518,11.71,15.58,8.89,87.66,0.61,6.41,8.1607,2010-05-26,Seattle,WA,47.61,-122.33
4.0978,11.03,13.96,8.91,90.79,0.54,4.37,8.0906,2010-05-27,Seattle,WA,47.61,-122.33
1.9896,10.19,12.02,8.71,93.25,1.06,18.13,8.1799,2010-05-28,Seattle,WA,47.61,-122.33
2.6172,10.05,12.37,6.64,91.96,0.76,3.2,8.2274,2010-05-29,Seattle,WA,47.61,-122.33
3.4342,10.69,14.09,5.58,88.89,0.59,3.76,8.2006,2010-05-30,Seattle,WA,47.61,-122.33
4.2898,12.79,16.49,9.12,91.1,0.75,7.58,8.1996,2010-05-31,Seattle,WA,47.61,-122.33
3.3521,12.11,14.77,8.09,86.91,0.65,2.72,8.2493,2010-06-01,Seattle,WA,47.61,-122.33
3.4486,12.77,16.2,6.81,89.35,1.15,16.94,8.3897,2010-06-02,Seattle,WA,47.61,-122.33
5.3731,10.88,15.76,6.12,80.32,0.53,1.32,8.5538,2010-06-03,Seattle,WA,47.61,-122.33
4.1784,11.79,15.49,8.44,84.33,0.53,7.87,8.4125,2010-06-04,Seattle,WA,47.61,-122.33
7.2202,13.08,18.58,7.19,77.66,0.53,0.14,8.6378,2010-06-05,Seattle,WA,47.61,-122.33
2.3899,13.55,16.8,9.82,89.15,0.46,8.95,8.351,2010-06-06,Seattle,WA,47.61,-122.33
5.0494,13.4,16.29,9.44,85,0.42,2.22,8.5157,2010-06-07,Seattle,WA,47.61,-122.33
5.9453,13.76,17.26,8.72,81.9,0.55,5.78,8.4084,2010-06-08,Seattle,WA,47.61,-122.33
3.9806,12.75,16.31,9.43,89.51,0.76,12.48,8.5111,2010-06-09,Seattle,WA,47.61,-122.33
3.7898,12.81,17.07,8.64,85.72,0.43,5.64,8.1653,2010-06-10,Seattle,WA,47.61,-122.33
4.2329,12.66,16.42,9.41,85.77,0.44,0.85,8.3479,2010-06-11,Seattle,WA,47.61,-122.33
8.6095,15.41,21.87,7.92,78.68,0.62,0.04,8.6671,2010-06-12,Seattle,WA,47.61,-122.33
6.6833,15.48,19.69,10.77,80.98,0.38,0.24,8.85,2010-06-13,Seattle,WA,47.61,-122.33
6.4654,12.95,17.51,9.2,77.78,0.3,0.62,8.7031,2010-06-14,Seattle,WA,47.61,-122.33
5.2253,12.05,16.91,8.08,75.15,0.36,5.67,8.6256,2010-06-15,Seattle,WA,47.61,-122.33
4.1431,11.53,14.84,8.37,87.96,0.55,3.3,8.5699,2010-06-16,Seattle,WA,47.61,-122.33
3.4471,12.52,15.56,9.05,82.96,0.55,0.54,8.6054,2010-06-17,Seattle,WA,47.61,-122.33
5.9551,13.97,18.66,9.14,79.48,0.59,0.49,8.4895,2010-06-18,Seattle,WA,47.61,-122.33
2.5754,13.42,16.08,10.44,88.64,0.5,4.29,8.1746,2010-06-19,Seattle,WA,47.61,-122.33
2.7206,12.38,14.32,10.67,94.05,0.47,4.64,8.207,2010-06-20,Seattle,WA,47.61,-122.33
4.0553,13.05,16.4,9.76,86.13,0.46,0.46,8.5073,2010-06-21,Seattle,WA,47.61,-122.33
6.9086,15.71,20.2,11.27,80.13,0.53,0.02,8.4828,2010-06-22,Seattle,WA,47.61,-122.33
7.1527,18.37,23.72,11.97,72.37,0.42,0,8.328,2010-06-23,Seattle,WA,47.61,-122.33
6.2129,17.44,20.99,13.06,82.79,0.31,0.22,8.4734,2010-06-24,Seattle,WA,47.61,-122.33
4.1544,15.69,19.05,13.28,85.07,0.3,0.69,8.6338,2010-06-25,Seattle,WA,47.61,-122.33
6.3761,14.39,18.52,11.84,83.97,0.46,0.35,8.6162,2010-06-26,Seattle,WA,47.61,-122.33
4.5175,15.88,19.73,11.02,84.81,0.58,0.27,8.4821,2010-06-27,Seattle,WA,47.61,-122.33
4.835,15.4,17.62,11.9,86.32,0.49,0.58,8.5399,2010-06-28,Seattle,WA,47.61,-122.33
5.4346,13.3,16.82,9.31,78.44,0.42,0.2,8.7031,2010-06-29,Seattle,WA,47.61,-122.33
6.4889,12.31,16.68,7.32,77.01,0.46,0.04,8.7828,2010-06-30,Seattle,WA,47.61,-122.33
3.3454,12.45,14.55,10.19,84.4,0.52,3.33,8.5606,2010-07-01,Seattle,WA,47.61,-122.33
4.3219,14.44,17.91,10.64,83.03,0.35,4.87,8.4773,2010-07-02,Seattle,WA,47.61,-122.33
5.4134,13.68,17.79,9.89,79.38,0.36,0.31,8.4425,2010-07-03,Seattle,WA,47.61,-122.33
3.833,13.84,17.02,10.33,82.63,0.49,0.56,8.3626,2010-07-04,Seattle,WA,47.61,-122.33
4.739,13,17.01,9.33,80.14,0.55,0.23,8.5183,2010-07-05,Seattle,WA,47.61,-122.33
8.6182,16.09,22.11,8.98,76.73,0.75,0,8.6506,2010-07-06,Seattle,WA,47.61,-122.33
8.6455,20.97,29.14,12.71,68.71,0.6,0,8.6854,2010-07-07,Seattle,WA,47.61,-122.33
8.4254,22.84,31.29,14.1,63.04,0.56,0,8.484,2010-07-08,Seattle,WA,47.61,-122.33
8.2032,23.36,29.29,16.57,63.08,0.47,0.01,8.507,2010-07-09,Seattle,WA,47.61,-122.33
7.3517,21.44,25.43,16.02,72.98,0.35,0,7.9656,2010-07-10,Seattle,WA,47.61,-122.33
5.9738,19.6,24.54,13.83,83.77,0.55,0.24,8.2229,2010-07-11,Seattle,WA,47.61,-122.33
5.5027,14.04,18.4,9.76,76.42,0.76,0.25,8.586,2010-07-12,Seattle,WA,47.61,-122.33
6.3905,13.9,18.65,9.47,77.9,0.55,0.14,8.496,2010-07-13,Seattle,WA,47.61,-122.33
8.2447,16.95,22.94,9.77,73.6,0.63,0,8.3405,2010-07-14,Seattle,WA,47.61,-122.33
8.1221,19.62,24.56,13.42,67.32,0.33,0,8.4346,2010-07-15,Seattle,WA,47.61,-122.33
6.1334,15.7,20.02,11.86,82.46,0.44,0.24,8.3688,2010-07-16,Seattle,WA,47.61,-122.33
6.4682,16.6,22.41,10.15,80.39,0.4,0.08,8.4137,2010-07-17,Seattle,WA,47.61,-122.33
5.3606,15.86,20.73,11.5,85.87,0.48,0.28,8.2685,2010-07-18,Seattle,WA,47.61,-122.33
6.095,16.29,21.59,10.71,78.8,0.37,0.17,8.3282,2010-07-19,Seattle,WA,47.61,-122.33
6.2335,17.48,22.56,11.94,78.15,0.49,0.04,8.1454,2010-07-20,Seattle,WA,47.61,-122.33
7.2398,19.52,26.16,12.12,76.98,0.45,0.01,7.9438,2010-07-21,Seattle,WA,47.61,-122.33
4.698,16.34,19.85,13.24,83.87,0.59,0.24,8.0678,2010-07-22,Seattle,WA,47.61,-122.33
7.5756,16.73,21.95,11.56,81.35,0.61,0.09,8.149,2010-07-23,Seattle,WA,47.61,-122.33
8.1886,19.08,25.69,12.67,77.14,0.66,0,8.2202,2010-07-24,Seattle,WA,47.61,-122.33
8.2615,18.99,25.09,12.83,74.13,0.61,0,8.2937,2010-07-25,Seattle,WA,47.61,-122.33
7.9577,20.4,27.22,12.4,64.03,0.46,0,8.0652,2010-07-26,Seattle,WA,47.61,-122.33
7.0874,18.72,25.02,12.67,79.77,0.57,0.01,7.9186,2010-07-27,Seattle,WA,47.61,-122.33
6.2311,17.76,24.15,12.24,83.19,0.4,0.07,7.9793,2010-07-28,Seattle,WA,47.61,-122.33
6.2014,17.22,22.46,10.63,75.92,0.38,0.07,8.011,2010-07-29,Seattle,WA,47.61,-122.33
6.6924,18.43,23.61,11.77,73.97,0.49,0,7.854,2010-07-30,Seattle,WA,47.61,-122.33
4.6447,16.4,21.21,12.05,86.18,0.52,0.34,7.5775,2010-07-31,Seattle,WA,47.61,-122.33
4.9476,16.58,20.88,12.77,85.27,0.43,0.21,6.8479,2010-08-01,Seattle,WA,47.61,-122.33
5.6623,18.57,23.3,13.67,80.4,0.46,0.09,7.3954,2010-08-02,Seattle,WA,47.61,-122.33
5.743,18.61,23.93,13.01,82.85,0.45,0.36,7.4419,2010-08-03,Seattle,WA,47.61,-122.33
6.3965,20.64,26.2,14.76,77.94,0.59,0.14,6.9022,2010-08-04,Seattle,WA,47.61,-122.33
6.2856,21.65,27.09,16.56,75.4,0.34,0.17,6.9374,2010-08-05,Seattle,WA,47.61,-122.33
4.4306,17.76,22.4,14.46,83.46,0.58,0.12,6.7694,2010-08-06,Seattle,WA,47.61,-122.33
2.4754,15.66,17.81,13.48,92.6,0.66,4.22,7.3056,2010-08-07,Seattle,WA,47.61,-122.33
3.6802,15.84,18.85,13.26,87.8,0.4,1.2,7.3462,2010-08-08,Seattle,WA,47.61,-122.33
2.8087,15.69,18.63,12.74,86.61,0.27,0.74,7.2449,2010-08-09,Seattle,WA,47.61,-122.33
4.5614,15.38,19.81,12.07,82.27,0.5,0.52,7.2149,2010-08-10,Seattle,WA,47.61,-122.33
6.5011,18.04,23.7,11.76,75.46,0.35,0,7.1194,2010-08-11,Seattle,WA,47.61,-122.33
6.2102,18.12,24.16,12.09,81.29,0.43,0.02,7.1962,2010-08-12,Seattle,WA,47.61,-122.33
7.3558,19.95,26.69,13.49,73.63,0.65,0,7.3774,2010-08-13,Seattle,WA,47.61,-122.33
7.2689,22.76,29.59,15.61,60.69,0.56,0,7.2847,2010-08-14,Seattle,WA,47.61,-122.33
7.1148,23.38,31.49,16.97,60.64,0.46,0,7.1916,2010-08-15,Seattle,WA,47.61,-122.33
7.0001,23.28,30.5,16.44,62.04,0.49,0,7.079,2010-08-16,Seattle,WA,47.61,-122.33
6.7536,22.61,28.61,15.46,67.26,0.37,0.02,6.9994,2010-08-17,Seattle,WA,47.61,-122.33
5.1583,16.13,21.75,11.52,80.2,0.71,0.04,7.0188,2010-08-18,Seattle,WA,47.61,-122.33
4.6651,15.33,19.65,12.23,80.91,0.55,0.22,7.0447,2010-08-19,Seattle,WA,47.61,-122.33
5.8116,14.33,18.09,11.9,80.83,0.31,0.31,6.9624,2010-08-20,Seattle,WA,47.61,-122.33
4.8449,14.94,18.84,11.36,82.58,0.34,0.73,6.565,2010-08-21,Seattle,WA,47.61,-122.33
4.4057,15.05,19.74,11.36,79.26,0.51,1.88,6.7766,2010-08-22,Seattle,WA,47.61,-122.33
6.7152,15.1,20.69,10.15,75.61,0.46,0,6.781,2010-08-23,Seattle,WA,47.61,-122.33
6.7553,18.46,26.62,11.36,69.27,0.63,0,6.7661,2010-08-24,Seattle,WA,47.61,-122.33
6.6929,21.22,28.13,14.73,59.89,0.38,0,6.7044,2010-08-25,Seattle,WA,47.61,-122.33
3.6242,15.94,18.99,10.53,79.31,0.49,1.72,6.6408,2010-08-26,Seattle,WA,47.61,-122.33
4.4062,13.6,18.59,9.88,80.95,0.56,0.56,6.5494,2010-08-27,Seattle,WA,47.61,-122.33
5.712,13.73,18.99,7.8,76.99,0.6,0,6.5947,2010-08-28,Seattle,WA,47.61,-122.33
3.6804,12.52,16.28,7.91,81.68,0.9,0.04,6.4118,2010-08-29,Seattle,WA,47.61,-122.33
5.225,13.85,18.84,8.71,78.06,0.48,1.26,6.361,2010-08-30,Seattle,WA,47.61,-122.33
