ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,CLRSKY_SFC_SW_DWN,date,city,state,lat,lon
2.0822,-6.26,-5.31,-7.37,91.79,6.73,1.43,2.6342,2010-01-01,Chicago,IL,41.88,-87.63
2.1737,-8.74,-6.59,-10.28,97.49,6.86,0.81,2.7377,2010-01-02,Chicago,IL,41.88,-87.63
1.8984,-6.2,-5.26,-7.53,94.84,6.84,0.07,2.7062,2010-01-03,Chicago,IL,41.88,-87.63
1.5058,-5.31,-3.78,-6.43,94.94,7.23,0.87,2.6573,2010-01-04,Chicago,IL,41.88,-87.63
1.6126,-4.11,-3.61,-5,90.02,6.17,0.1,2.6359,2010-01-05,Chicago,IL,41.88,-87.63
2.0726,-4.69,-3.27,-5.74,90.76,3.77,0.27,2.7091,2010-01-06,Chicago,IL,41.88,-87.63
0.6485,-5.08,-2.08,-6.02,92.65,3.06,8.89,2.6052,2010-01-07,Chicago,IL,41.88,-87.63
1.6334,-2.55,-0.8,-4.54,85.35,7.03,1.18,2.6554,2010-01-08,Chicago,IL,41.88,-87.63
1.8511,-4.78,-3.41,-7.6,86.89,4.97,0,2.7874,2010-01-09,Chicago,IL,41.88,-87.63
2.1077,-8.66,-5.6,-12.4,99.18,7.69,0,2.8001,2010-01-10,Chicago,IL,41.88,-87.63
1.6128,-3.12,-0.39,-6,91.22,6.8,0.41,2.6623,2010-01-11,Chicago,IL,41.88,-87.63
0.6377,-1.42,0.23,-3.88,84.96,4.6,0.06,2.7343,2010-01-12,Chicago,IL,41.88,-87.63
2.1216,-1.12,2.04,-4.13,93.91,7.94,0.12,2.6942,2010-01-13,Chicago,IL,41.88,-87.63
1.1698,2.02,3,0.09,93.02,6.19,0.01,2.5207,2010-01-14,Chicago,IL,41.88,-87.63
0.9336,-0.08,1.34,-1.29,85.37,2.55,0,2.6988,2010-01-15,Chicago,IL,41.88,-87.63
1.069,-2.19,0.11,-4,91.79,3.28,0,2.681,2010-01-16,Chicago,IL,41.88,-87.63
1.6759,-1.7,1.04,-3.69,89.89,2.62,0,2.7468,2010-01-17,Chicago,IL,41.88,-87.63
0.9245,-1.69,-0.12,-3,93.05,3.35,0,2.5867,2010-01-18,Chicago,IL,41.88,-87.63
2.1391,-0.35,1.58,-2.4,77.61,2.17,0,2.8507,2010-01-19,Chicago,IL,41.88,-87.63
0.8088,-0.16,0.56,-0.73,80.62,7.05,0.38,2.6938,2010-01-20,Chicago,IL,41.88,-87.63
0.8047,0.9,2.47,-0.59,82.49,8,1.69,2.7074,2010-01-21,Chicago,IL,41.88,-87.63
1.0642,1.62,2.06,1.32,90.99,4.64,0.08,2.7859,2010-01-22,Chicago,IL,41.88,-87.63
0.8078,3.14,4.77,1.58,96.19,6.32,0.91,2.4439,2010-01-23,Chicago,IL,41.88,-87.63
0.7973,3.42,6.13,-0.91,93.81,7.3,8.02,2.8392,2010-01-24,Chicago,IL,41.88,-87.63
1.1198,-0.85,1.13,-4.53,82.63,7.72,0.44,2.9921,2010-01-25,Chicago,IL,41.88,-87.63
1.349,-4.56,-2.47,-7.69,86.72,8.15,0.19,3.173,2010-01-26,Chicago,IL,41.88,-87.63
1.7722,-6.22,-3.14,-9.69,92.49,7.79,0.37,3.1219,2010-01-27,Chicago,IL,41.88,-87.63
2.8814,-9.26,-6.41,-10.27,85.29,7.01,0.02,3.4675,2010-01-28,Chicago,IL,41.88,-87.63
2.7053,-7.75,-5.06,-10.64,82.63,3.28,0.04,3.3967,2010-01-29,Chicago,IL,41.88,-87.63
3.0713,-5.5,-4.72,-6.48,76.3,2.95,0.01,3.4092,2010-01-30,Chicago,IL,41.88,-87.63
3.1951,-3.84,-0.85,-5.68,79.19,5.11,0,3.3199,2010-01-31,Chicago,IL,41.88,-87.63
1.6106,-2.47,-1.09,-4.5,71.92,2.23,0.65,2.9678,2010-02-01,Chicago,IL,41.88,-87.63
1.0666,-0.39,1.05,-2.04,89.06,4.11,1.22,2.8894,2010-02-02,Chicago,IL,41.88,-87.63
1.5218,-1.99,-0.52,-3.87,84.08,3.27,0.05,3.4214,2010-02-03,Chicago,IL,41.88,-87.63
1.2113,-0.9,0.32,-2.52,84.13,3.37,0,3.0254,2010-02-04,Chicago,IL,41.88,-87.63
0.8381,0.33,0.69,-0.79,85.85,7.32,0.89,3.3214,2010-02-05,Chicago,IL,41.88,-87.63
2.9018,-2.22,-1.1,-2.66,78.08,7.56,0.01,3.7776,2010-02-06,Chicago,IL,41.88,-87.63
3.2244,-2.85,-2.03,-3.7,77.17,3,0.01,3.6132,2010-02-07,Chicago,IL,41.88,-87.63
3.3542,-2.36,-1.33,-3.9,79.23,4.12,0.83,3.5309,2010-02-08,Chicago,IL,41.88,-87.63
1.0106,-1.98,-1.15,-2.6,86.69,6.29,10.18,3.6394,2010-02-09,Chicago,IL,41.88,-87.63
1.2175,-1.96,-1.52,-2.58,84.29,8.08,0.69,3.846,2010-02-10,Chicago,IL,41.88,-87.63
3.2539,-3.56,-1.9,-5.5,83.94,3.88,0.02,3.9926,2010-02-11,Chicago,IL,41.88,-87.63
3.5126,-3.32,-1.22,-4.8,80.34,3,0.3,3.9293,2010-02-12,Chicago,IL,41.88,-87.63
3.9511,-3.74,-1,-6.07,85.13,4.57,0,4.1076,2010-02-13,Chicago,IL,41.88,-87.63
3.7812,-4.07,-0.6,-6.81,85.77,3.85,0,4.0481,2010-02-14,Chicago,IL,41.88,-87.63
1.5463,-2.76,-1.98,-4.36,83.3,4.22,0.75,3.9854,2010-02-15,Chicago,IL,41.88,-87.63
2.0441,-1.4,-0.54,-2.49,83.44,6.49,0.53,4.1208,2010-02-16,Chicago,IL,41.88,-87.63
1.656,-0.55,0.72,-2.1,83.5,5.1,0.01,4.1237,2010-02-17,Chicago,IL,41.88,-87.63
3.6713,0.05,3.01,-2.48,83.66,4.05,0,4.2886,2010-02-18,Chicago,IL,41.88,-87.63
4.098,-0.46,2.73,-4.19,78.7,2.7,0.1,4.1705,2010-02-19,Chicago,IL,41.88,-87.63
2.245,1.25,2.98,-0.4,85.25,1.84,0.59,3.8177,2010-02-20,Chicago,IL,41.88,-87.63
1.2254,1.46,1.93,0.9,95.95,3.51,7.65,3.8582,2010-02-21,Chicago,IL,41.88,-87.63
1.0927,0.41,0.79,0,89.31,5.38,4.71,3.9084,2010-02-22,Chicago,IL,41.88,-87.63
1.5984,-0.33,1.23,-2.5,83.55,3.3,0.48,4.2031,2010-02-23,Chicago,IL,41.88,-87.63
1.5487,-1.98,-0.16,-3.83,88.43,4.66,3.69,4.5588,2010-02-24,Chicago,IL,41.88,-87.63
4.3277,-2.07,-0.53,-3.11,79.55,6.77,0.09,4.7021,2010-02-25,Chicago,IL,41.88,-87.63
3.144,-1.73,0.89,-5.17,83.16,7.27,0.83,4.7518,2010-02-26,Chicago,IL,41.88,-87.63
2.346,0.26,1.03,-0.77,88.04,5.43,0.51,4.6639,2010-02-27,Chicago,IL,41.88,-87.63
1.9584,0.77,1.8,-0.13,90.9,3.45,0.1,4.6915,2010-02-28,Chicago,IL,41.88,-87.63
1.6234,0.59,1.48,0.02,87.07,4.25,0,4.7244,2010-03-01,Chicago,IL,41.88,-87.63
2.0508,0.15,0.45,-0.15,82.15,4.39,0,4.7275,2010-03-02,Chicago,IL,41.88,-87.63
4.1285,0.86,2.43,-0.22,78.81,4.6,0,4.9382,2010-03-03,Chicago,IL,41.88,-87.63
4.6198,1.11,3.31,-0.2,76.3,3.24,0,4.9397,2010-03-04,Chicago,IL,41.88,-87.63
4.8271,0.29,1.37,-0.84,79.13,3.17,0,5.1362,2010-03-05,Chicago,IL,41.88,-87.63
4.9632,2.11,4.94,-0.59,74.97,2.13,0,5.1214,2010-03-06,Chicago,IL,41.88,-87.63
2.0741,2.61,6.13,0,86.66,2.4,1.01,4.313,2010-03-07,Chicago,IL,41.88,-87.63
2.6753,3.2,6.83,1.65,92.4,1.45,0.21,4.6963,2010-03-08,Chicago,IL,41.88,-87.63
2.3081,4.94,8.31,1.64,92.75,3.53,1.08,4.3771,2010-03-09,Chicago,IL,41.88,-87.63
2.274,8.27,10.96,5.88,90.92,3.88,1.14,4.7489,2010-03-10,Chicago,IL,41.88,-87.63
1.4542,7.36,9.33,5.88,98.55,5,9.98,4.559,2010-03-11,Chicago,IL,41.88,-87.63
2.1103,4.87,7.33,3.12,95.32,3.53,4.06,4.7189,2010-03-12,Chicago,IL,41.88,-87.63
1.0426,5.23,6.13,3.46,96.02,6.87,9.37,4.877,2010-03-13,Chicago,IL,41.88,-87.63
2.8495,3.69,4.65,2.47,91.8,5.96,0.13,5.1955,2010-03-14,Chicago,IL,41.88,-87.63
1.9783,3.84,5.34,1.99,91.05,3.05,0,5.2646,2010-03-15,Chicago,IL,41.88,-87.63
5.3846,5.53,9.03,2.76,77.39,1.63,0,5.5822,2010-03-16,Chicago,IL,41.88,-87.63
5.6021,6,10.14,2.23,66.71,1.46,0,5.6496,2010-03-17,Chicago,IL,41.88,-87.63
5.2032,6.72,10.13,2.97,80.66,3.76,0,5.5579,2010-03-18,Chicago,IL,41.88,-87.63
4.6476,7,11.44,3.39,85.78,4.49,0.31,5.4706,2010-03-19,Chicago,IL,41.88,-87.63
1.8559,1.55,3.31,1.12,87.59,7.66,5.47,5.1317,2010-03-20,Chicago,IL,41.88,-87.63
3.7558,2.23,3.24,1.03,83.02,6.35,0.75,5.269,2010-03-21,Chicago,IL,41.88,-87.63
5.219,3.57,5.14,2.11,79.36,5.61,0,5.7185,2010-03-22,Chicago,IL,41.88,-87.63
5.9465,4.87,9.66,2.23,70.39,1.75,0,5.9573,2010-03-23,Chicago,IL,41.88,-87.63
2.5178,5.03,7.2,3.24,71.08,1.74,0.77,5.3772,2010-03-24,Chicago,IL,41.88,-87.63
1.9519,2.07,4.94,-1.02,80.88,7.75,0.52,5.4624,2010-03-25,Chicago,IL,41.88,-87.63
6.3264,-0.19,1.32,-1.74,66.18,4.76,0,6.3898,2010-03-26,Chicago,IL,41.88,-87.63
4.3884,3.57,6.73,0.42,77.86,3.86,0.33,6.073,2010-03-27,Chicago,IL,41.88,-87.63
2.6318,4.1,6.17,2.85,87.81,6.24,0.3,5.6146,2010-03-28,Chicago,IL,41.88,-87.63
4.979,2.16,3.23,0.84,83.81,3.75,0,6.276,2010-03-29,Chicago,IL,41.88,-87.63
5.4912,6.14,10.38,1.22,81.23,4.04,0,6.1786,2010-03-30,Chicago,IL,41.88,-87.63
5.7245,10.48,15.22,6.11,84.95,5.35,0,6.2153,2010-03-31,Chicago,IL,41.88,-87.63
5.1898,12.73,16.92,8.66,89.63,4.99,0,6.1133,2010-04-01,Chicago,IL,41.88,-87.63
4.6366,12.87,16.21,10.16,82.46,6,0,6.2513,2010-04-02,Chicago,IL,41.88,-87.63
3.4337,8.88,10.31,7.06,81.77,4.21,6.59,6.3977,2010-04-03,Chicago,IL,41.88,-87.63
4.1875,10.12,14.78,6.13,83.15,4.66,15.55,5.9566,2010-04-04,Chicago,IL,41.88,-87.63
4.9159,10.76,16.63,7.02,82.32,3.07,8.82,6.241,2010-04-05,Chicago,IL,41.88,-87.63
2.9604,12.82,16.66,6.22,95.29,4.18,7.05,5.8685,2010-04-06,Chicago,IL,41.88,-87.63
0.8124,7.75,12.22,4.73,97.15,3.97,10.23,5.1727,2010-04-07,Chicago,IL,41.88,-87.63
1.9106,3.57,4.61,1.91,84.29,5.42,1.03,6.8738,2010-04-08,Chicago,IL,41.88,-87.63
7.013,5.07,9.4,0.26,69.69,3.06,0,7.0584,2010-04-09,Chicago,IL,41.88,-87.63
6.4279,9.35,14.82,4.09,74.63,4.89,0.03,6.4968,2010-04-10,Chicago,IL,41.88,-87.63
4.2833,7.86,9.9,6.35,81.67,3.58,0,6.107,2010-04-11,Chicago,IL,41.88,-87.63
5.0786,8.48,11.34,5.86,78.14,4.69,0.39,6.2722,2010-04-12,Chicago,IL,41.88,-87.63
5.9988,8.65,11.54,6.38,84.49,4.72,0.06,6.2078,2010-04-13,Chicago,IL,41.88,-87.63
6.1049,12.54,19.98,6.84,78.82,3.82,0,6.5314,2010-04-14,Chicago,IL,41.88,-87.63
5.9762,14.32,17.83,11.01,77.18,5.01,0,6.6257,2010-04-15,Chicago,IL,41.88,-87.63
5.04,10.47,12.56,5.24,78.29,4.33,0.76,6.762,2010-04-16,Chicago,IL,41.88,-87.63
7.4004,5.77,9.15,3.5,68.19,4.16,0,7.5214,2010-04-17,Chicago,IL,41.88,-87.63
7.2175,4.57,6.05,3.21,79.68,3.04,0,7.362,2010-04-18,Chicago,IL,41.88,-87.63
5.8639,5.36,7.6,2.71,85.35,2.25,0,7.128,2010-04-19,Chicago,IL,41.88,-87.63
5.279,7.14,10.23,4.09,77.91,1.43,0,6.5712,2010-04-20,Chicago,IL,41.88,-87.63
6.4174,5.5,8.41,3.48,86.16,3.61,0.24,6.977,2010-04-21,Chicago,IL,41.88,-87.63
6.8129,5.73,7.88,3.95,86.2,2.96,0,7.0838,2010-04-22,Chicago,IL,41.88,-87.63
2.4367,8.63,13,4.38,86.17,3.45,5.51,5.7881,2010-04-23,Chicago,IL,41.88,-87.63
2.4528,10.05,14.89,7.54,96.48,4.78,10.07,6.5249,2010-04-24,Chicago,IL,41.88,-87.63
2.5193,8.34,9.5,6.79,96.15,5.63,6.36,6.9382,2010-04-25,Chicago,IL,41.88,-87.63
7.2444,7.08,8.86,5.62,81.58,5.76,0.08,7.4705,2010-04-26,Chicago,IL,41.88,-87.63
7.3214,5.32,5.85,3.98,73.4,5.17,0.04,7.765,2010-04-27,Chicago,IL,41.88,-87.63
7.2751,8.16,12.11,4.48,61,1.48,0,7.7794,2010-04-28,Chicago,IL,41.88,-87.63
5.592,11.53,16.03,6.58,77.07,6.47,0.04,7.0579,2010-04-29,Chicago,IL,41.88,-87.63
5.3021,14.62,17.12,11.72,88.94,6.55,1.5,6.9562,2010-04-30,Chicago,IL,41.88,-87.63
3.5102,13.47,16.84,11.13,84.58,3.01,10.27,7.0164,2010-05-01,Chicago,IL,41.88,-87.63
4.0603,13.23,16.85,9.8,81.63,1.78,10.35,6.9586,2010-05-02,Chicago,IL,41.88,-87.63
6.6994,12.39,15.87,8.96,78.09,3.48,0.1,7.4774,2010-05-03,Chicago,IL,41.88,-87.63
7.1446,13.09,17.45,8.16,74.83,4.45,0,7.7892,2010-05-04,Chicago,IL,41.88,-87.63
4.9078,12.36,15.11,10.02,72.76,3.84,0.22,7.4028,2010-05-05,Chicago,IL,41.88,-87.63
7.3128,8.2,10.62,6.06,83.01,3.91,1.12,7.9642,2010-05-06,Chicago,IL,41.88,-87.63
2.797,8.82,13.33,6.6,91.16,5.92,18.71,6.8395,2010-05-07,Chicago,IL,41.88,-87.63
3.6355,6.94,8.34,4.87,79.21,6.82,1.78,7.9558,2010-05-08,Chicago,IL,41.88,-87.63
7.7844,7,10.41,3.53,70.21,2.42,0,8.13,2010-05-09,Chicago,IL,41.88,-87.63
5.3242,7.74,9.76,4.66,66.36,4.66,0.69,7.8094,2010-05-10,Chicago,IL,41.88,-87.63
1.8319,6.85,11.23,3.56,94.07,4.55,26.68,7.4438,2010-05-11,Chicago,IL,41.88,-87.63
1.9229,6.96,7.94,5.28,94.04,3.26,10.65,6.637,2010-05-12,Chicago,IL,41.88,-87.63
4.3051,11.98,16.75,6.88,94.4,5.54,33.85,6.7094,2010-05-13,Chicago,IL,41.88,-87.63
6.7241,10.77,13.46,7.61,79.61,3.75,0,8.0424,2010-05-14,Chicago,IL,41.88,-87.63
3.024,8.4,9.44,6.85,88.43,2.54,0.03,6.9737,2010-05-15,Chicago,IL,41.88,-87.63
6.0802,9.73,12.28,6.93,84.95,3.54,0.37,7.1892,2010-05-16,Chicago,IL,41.88,-87.63
1.8408,8.92,10.07,8.16,86.82,4.19,3.08,7.2542,2010-05-17,Chicago,IL,41.88,-87.63
2.4175,9.9,11.45,7.69,83.55,4.25,0.05,7.6241,2010-05-18,Chicago,IL,41.88,-87.63
7.8475,11.56,13.76,8.38,74.53,2.34,0,8.2133,2010-05-19,Chicago,IL,41.88,-87.63
4.6692,13.21,15.74,10.54,78.25,2.59,6.77,7.518,2010-05-20,Chicago,IL,41.88,-87.63
3.3055,13.33,17.16,10.29,93.61,2.19,5.35,7.3658,2010-05-21,Chicago,IL,41.88,-87.63
4.9862,13.54,16.47,9.5,89.71,1.98,0,7.8754,2010-05-22,Chicago,IL,41.88,-87.63
7.0399,17.87,22.2,12.87,89.29,3.48,0.01,7.5823,2010-05-23,Chicago,IL,41.88,-87.63
7.1902,19.76,24.78,16.41,87.33,2.88,0.07,7.6634,2010-05-24,Chicago,IL,41.88,-87.63
7.201,19.75,23.95,15.25,78.88,2.49,0.15,7.7234,2010-05-25,Chicago,IL,41.88,-87.63
6.5407,18.93,23.22,15.64,82.24,2.03,1.04,7.5756,2010-05-26,Chicago,IL,41.88,-87.63
6.6641,14.27,15.89,12.99,84.98,4.09,0.06,7.8749,2010-05-27,Chicago,IL,41.88,-87.63
7.7566,14.99,17.25,12.93,81.63,3.71,0,8.3858,2010-05-28,Chicago,IL,41.88,-87.63
7.5986,17.93,22.4,14.04,84.05,1.77,0,7.9855,2010-05-29,Chicago,IL,41.88,-87.63
7.279,21.38,26.67,15.92,74.05,2.4,0.32,7.8216,2010-05-30,Chicago,IL,41.88,-87.63
3.103,18.79,22.11,15.68,92.27,2.13,20.5,7.2391,2010-05-31,Chicago,IL,41.88,-87.63
6.9535,19.72,23.18,15.77,76.65,1.89,1.4,8.0765,2010-06-01,Chicago,IL,41.88,-87.63
4.8084,17.94,22.43,13.45,89.98,2.34,20.79,7.3219,2010-06-02,Chicago,IL,41.88,-87.63
7.1225,15,16.52,13.29,80.66,3.13,0.05,7.98,2010-06-03,Chicago,IL,41.88,-87.63
4.5146,18.71,22.14,14.49,84.88,3.29,1.11,7.7153,2010-06-04,Chicago,IL,41.88,-87.63
3.2304,19.7,22.18,14.2,93.54,3.15,14.8,7.159,2010-06-05,Chicago,IL,41.88,-87.63
6.8645,16.1,19.45,13.28,85.63,4.58,2.22,8.4494,2010-06-06,Chicago,IL,41.88,-87.63
7.7993,14.85,16.66,12.91,78.97,2.76,0.49,8.3522,2010-06-07,Chicago,IL,41.88,-87.63
1.3819,15.66,19.02,14.11,91.4,4.8,10.32,6.6178,2010-06-08,Chicago,IL,41.88,-87.63
7.3639,19.19,21.93,16.3,78.23,3.65,0.65,8.4065,2010-06-09,Chicago,IL,41.88,-87.63
6.8294,16.33,19.43,14.57,84.94,2.9,0.12,8.2462,2010-06-10,Chicago,IL,41.88,-87.63
5.5764,20.25,24.1,14.93,88.27,3.53,2.76,7.2434,2010-06-11,Chicago,IL,41.88,-87.63
3.1769,17.28,20.38,14.4,95.91,3.07,3.93,7.1662,2010-06-12,Chicago,IL,41.88,-87.63
2.8529,16.2,18.42,14.48,92.02,1.81,3.39,7.1714,2010-06-13,Chicago,IL,41.88,-87.63
3.2215,16.46,17.74,15.55,93.64,3.69,1.21,7.2766,2010-06-14,Chicago,IL,41.88,-87.63
3.5755,20.29,23.41,16.21,91.32,3.53,15.12,7.2914,2010-06-15,Chicago,IL,41.88,-87.63
7.3723,21.16,23.5,18.65,81.5,3.53,0.7,8.4691,2010-06-16,Chicago,IL,41.88,-87.63
7.7314,21.08,23.55,18.03,83.99,2.29,1.2,8.311,2010-06-17,Chicago,IL,41.88,-87.63
6.4013,22.61,25.9,19.86,88.64,3.6,22.98,7.8182,2010-06-18,Chicago,IL,41.88,-87.63
8.2238,22.11,24.17,19.47,81.62,3.46,0.06,8.3844,2010-06-19,Chicago,IL,41.88,-87.63
6.1445,19.3,21.07,17.96,85.75,1.94,0.02,8.0868,2010-06-20,Chicago,IL,41.88,-87.63
4.5667,21.65,24.2,18.29,87.81,3.09,6.91,7.6615,2010-06-21,Chicago,IL,41.88,-87.63
6.4606,23.42,26.84,20.8,86.43,2.53,6.52,7.8701,2010-06-22,Chicago,IL,41.88,-87.63
4.5761,23.14,25.33,21.29,94.33,4.6,27.16,7.5941,2010-06-23,Chicago,IL,41.88,-87.63
7.9898,20.31,22.13,18.1,83.88,3,0.17,8.3268,2010-06-24,Chicago,IL,41.88,-87.63
7.632,21.53,24.36,17.88,80.02,3.07,7.96,8.0491,2010-06-25,Chicago,IL,41.88,-87.63
7.2626,22.46,25.56,20.2,87.77,3.43,0.73,7.8396,2010-06-26,Chicago,IL,41.88,-87.63
4.5857,23.88,25.52,21.59,91.68,3.1,7.8,7.6394,2010-06-27,Chicago,IL,41.88,-87.63
7.5482,21.74,23.9,18.14,80.15,4.4,1.03,8.4943,2010-06-28,Chicago,IL,41.88,-87.63
7.6058,18.6,20.34,16.94,72.38,3.37,0,8.3347,2010-06-29,Chicago,IL,41.88,-87.63
8.3635,18.69,20.75,17.27,65.52,2.68,0,8.5109,2010-06-30,Chicago,IL,41.88,-87.63
8.6333,19.29,20.86,17.23,64.04,2.89,0,8.6635,2010-07-01,Chicago,IL,41.88,-87.63
8.5745,20.99,24.24,16.93,72.61,3.32,0,8.6112,2010-07-02,Chicago,IL,41.88,-87.63
8.347,21.71,25.61,16.52,74.68,3.82,0,8.5205,2010-07-03,Chicago,IL,41.88,-87.63
7.1628,24.07,27.47,19.3,83.67,4.19,0.44,7.7134,2010-07-04,Chicago,IL,41.88,-87.63
7.5732,25.08,27.38,22.87,78.99,5.11,0.04,7.7878,2010-07-05,Chicago,IL,41.88,-87.63
6.8518,24.82,27.49,22.33,82.83,3.74,3.88,7.7059,2010-07-06,Chicago,IL,41.88,-87.63
6.7942,25.63,29.11,22.73,83.05,2.17,4.55,7.7179,2010-07-07,Chicago,IL,41.88,-87.63
5.0174,24.39,26.44,23.11,87.71,2.13,8.16,7.3802,2010-07-08,Chicago,IL,41.88,-87.63
6.7786,24.66,26.11,23.24,77.82,2.46,0.9,7.7568,2010-07-09,Chicago,IL,41.88,-87.63
6.7848,24.89,27.54,21.39,73.92,2.22,4.24,8.123,2010-07-10,Chicago,IL,41.88,-87.63
5.2243,24.07,26.76,21.46,80.09,2.77,8.98,7.5682,2010-07-11,Chicago,IL,41.88,-87.63
6.871,23.61,26.02,21.07,78.98,1.74,2.46,7.6711,2010-07-12,Chicago,IL,41.88,-87.63
6.9545,23.1,24.89,21.89,83.4,3.53,3.46,7.7165,2010-07-13,Chicago,IL,41.88,-87.63
7.3637,25.78,28.36,22.46,82.21,3.19,0.49,7.8286,2010-07-14,Chicago,IL,41.88,-87.63
5.1926,25.69,28.24,22.89,82.94,3.86,2.3,7.4141,2010-07-15,Chicago,IL,41.88,-87.63
8.1408,25.36,28.76,21.05,74.62,3.49,0,8.1566,2010-07-16,Chicago,IL,41.88,-87.63
7.5074,25.98,28.57,21.98,74.51,2.75,0,8.0196,2010-07-17,Chicago,IL,41.88,-87.63
5.0782,25.79,28.39,22.93,81.9,3.68,2.49,7.4234,2010-07-18,Chicago,IL,41.88,-87.63
5.1494,24.66,27.48,22.25,80.45,1.8,0.1,7.5257,2010-07-19,Chicago,IL,41.88,-87.63
4.1698,24.78,25.97,23.14,87.95,3.2,0.05,7.1218,2010-07-20,Chicago,IL,41.88,-87.63
6.7764,26.1,28.74,22.8,73.64,2.16,0.03,7.6769,2010-07-21,Chicago,IL,41.88,-87.63
4.0644,25.89,27.66,23.94,83.41,4.78,11.83,6.6422,2010-07-22,Chicago,IL,41.88,-87.63
6.8167,26.68,28.85,25.26,89.88,4.38,54.05,7.4203,2010-07-23,Chicago,IL,41.88,-87.63
4.7753,25.17,26.78,22.28,92.85,3.76,34.68,7.3877,2010-07-24,Chicago,IL,41.88,-87.63
7.4628,22.64,23.32,21.73,78.94,4.32,1.25,7.8358,2010-07-25,Chicago,IL,41.88,-87.63
6.5285,23.87,25.72,21.56,74.22,2.81,0,7.7791,2010-07-26,Chicago,IL,41.88,-87.63
6.7159,25.07,27.62,21.69,79.21,3.05,0.03,7.4616,2010-07-27,Chicago,IL,41.88,-87.63
5.0966,25.47,27.95,23.49,87.87,3.76,2.5,7.387,2010-07-28,Chicago,IL,41.88,-87.63
6.924,23.54,24.57,22.53,71.36,3.09,0.01,7.6471,2010-07-29,Chicago,IL,41.88,-87.63
3.3552,23.26,25.23,21.71,70.66,3.13,11.07,7.0462,2010-07-30,Chicago,IL,41.88,-87.63
3.2508,22.51,23.89,21.14,82.58,3.72,12.84,6.9684,2010-07-31,Chicago,IL,41.88,-87.63
6.1123,23.73,25.23,22.24,75.35,1.21,0.02,7.1803,2010-08-01,Chicago,IL,41.88,-87.63
4.8211,24.21,26.21,21.19,83.67,2.16,11.79,6.7898,2010-08-02,Chicago,IL,41.88,-87.63
4.7146,25.31,27.7,23.16,86.37,1.91,9.4,6.9955,2010-08-03,Chicago,IL,41.88,-87.63
3.0089,25.09,27.15,23.43,91.79,1.24,8.83,7.0102,2010-08-04,Chicago,IL,41.88,-87.63
7.0649,24,26.66,21.31,80.08,4.79,0.6,7.2929,2010-08-05,Chicago,IL,41.88,-87.63
6.3528,22.97,25.65,19.65,73.78,3.37,0.04,7.087,2010-08-06,Chicago,IL,41.88,-87.63
6.1726,23.47,25.92,19.87,79.54,4.05,0.02,6.9715,2010-08-07,Chicago,IL,41.88,-87.63
3.5815,24.76,27.28,21.1,84.17,4.62,6.06,7.079,2010-08-08,Chicago,IL,41.88,-87.63
4.3956,25.32,27.73,22.82,86.89,2.88,3.3,6.6211,2010-08-09,Chicago,IL,41.88,-87.63
4.9368,25.46,26.93,24.11,86.62,2.64,0.59,6.6079,2010-08-10,Chicago,IL,41.88,-87.63
6.559,26.89,28.73,24.98,85.02,2.29,2.07,6.8575,2010-08-11,Chicago,IL,41.88,-87.63
6.9307,26.32,27.91,24.36,85.84,2.54,0.06,7.2041,2010-08-12,Chicago,IL,41.88,-87.63
6.3802,27,29.95,24.47,82.94,3.33,4.59,7.0694,2010-08-13,Chicago,IL,41.88,-87.63
5.1374,26.33,28.29,24.51,84.05,1.55,3.45,6.522,2010-08-14,Chicago,IL,41.88,-87.63
6.8386,24.61,26.84,20.68,76.67,4.68,0.15,7.1364,2010-08-15,Chicago,IL,41.88,-87.63
7.3982,22.49,25.34,19.22,71.57,4.79,0,7.4546,2010-08-16,Chicago,IL,41.88,-87.63
3.4442,22.11,23.83,20.47,74.9,3.06,1.46,6.6972,2010-08-17,Chicago,IL,41.88,-87.63
5.8541,23.2,25.77,20.54,73.24,1.34,0.01,6.8962,2010-08-18,Chicago,IL,41.88,-87.63
6.4524,25.05,27.97,21.09,75.94,2.13,0,6.7255,2010-08-19,Chicago,IL,41.88,-87.63
4.878,25.68,27.9,23.34,82.2,3.97,9.93,6.6324,2010-08-20,Chicago,IL,41.88,-87.63
4.7957,24.24,26.46,22.31,85.97,3.26,0.55,6.3118,2010-08-21,Chicago,IL,41.88,-87.63
6.5052,22.51,23.68,21.16,82.69,4.51,0.06,6.895,2010-08-22,Chicago,IL,41.88,-87.63
6.0972,22.42,23.5,21.36,81.63,3.8,0,6.8705,2010-08-23,Chicago,IL,41.88,-87.63
5.2325,23.24,25.13,21.19,78.69,2.11,0.08,6.4188,2010-08-24,Chicago,IL,41.88,-87.63
6.894,21.91,24.21,19.97,66.18,4.96,0.03,6.997,2010-08-25,Chicago,IL,41.88,-87.63
6.5954,21.28,23.34,19.73,64.47,2.41,0,6.9605,2010-08-26,Chicago,IL,41.88,-87.63
6.7944,22.2,25.87,17.95,70.56,3.38,0,6.8194,2010-08-27,Chicago,IL,41.88,-87.63
6.9379,22.82,26.73,18.26,67.26,3.86,0,6.941,2010-08-28,Chicago,IL,41.88,-87.63
5.7958,25.1,28.57,20.96,76.45,3.55,0,6.2508,2010-08-29,Chicago,IL,41.88,-87.63
